,proposal,label,cosine similarity
184080,tulipe,orge à six rangs d hiver,0.9502755403518676
184081,tulipe,orge d hiver à six rangs,0.9502754807472228
183073,tulipe,plante à parfum aromatique et médicinale,0.9497402906417848
182558,tulipe,reine des fruits en hommage à la reine victoria,0.949377179145813
93335,viburnum,hibiscus ornemental,0.957402527332306
110545,viburnum,hibiscus ornemental,0.957402527332306
93581,viburnum,plante à parfum aromatique et médicinale,0.956322193145752
110791,viburnum,plante à parfum aromatique et médicinale,0.956322193145752
93066,viburnum,reine des fruits en hommage à la reine victoria,0.9554455280303956
243871,vulpin des champs,bleuet des champs,0.9902626872062684
244022,vulpin des champs,lupin bleu de printemps,0.9854860305786132
244317,vulpin des champs,plantes ayant des cultures ambigues,0.98519766330719
242662,vulpin des champs,usages des plantes cultivées,0.9849215149879456
244093,vulpin des champs,lupin fourrager de printemps,0.984847605228424
20912,échalote bulbille,échalote,0.9850867390632628
218827,échalote bulbille,échalote,0.9850867390632628
20916,échalote bulbille,échalote de plantation,0.9757686853408812
218831,échalote bulbille,échalote de plantation,0.9757686853408812
20913,échalote bulbille,échalote de jersey,0.9748807549476624
155301,érable,érable sycomore,0.9764938354492188
156447,érable,lentille comestible,0.9394984245300292
155563,érable,bois du diable,0.9391950368881226
156581,érable,raisin de table,0.9381528496742249
156582,érable,vigne raisin de table,0.9374625086784364
98508,érable champêtre,érable sycomore,0.9807427525520324
99307,érable champêtre,bleuet des champs,0.9742637276649476
98744,érable champêtre,plante à parfum aromatique et médicinale,0.9732570052146912
99782,érable champêtre,vigne raisin de cuve non en production,0.9709622859954834
99783,érable champêtre,vigne raisins de cuve en production,0.9704552292823792
