"bsv"	"corpus"	"entity"	"lemma"	"prefLabel"	"context before"	"context after"	"location"	"number of words"	"features"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"1 R14 ("	") Avril"	"1374-1381"	"5910"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 R14 ("	"89) Avril"	"1374-1378"	"5910"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 R14 ("	"89) Avril"	"1374-1378"	"5910"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"1 R11 ("	") Synthèse de pr"	"1426-1433"	"5910"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 R11 ("	"89) Synthèse de"	"1426-1430"	"5910"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 R11 ("	"89) Synthèse de"	"1426-1430"	"5910"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"olte > 2e couronne ("	") Avril"	"19926-19933"	"5910"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH"	"BBCH"	""	"olte > 2e couronne ("	"89) Avril"	"19926-19930"	"5910"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH"	"BBCH"	""	"olte > 2e couronne ("	"89) Avril"	"19926-19930"	"5910"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"olte > 2e couronne ("	") Synthèse de pr"	"20003-20010"	"5910"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH"	"BBCH"	""	"olte > 2e couronne ("	"89) Synthèse de"	"20003-20007"	"5910"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"BBCH"	"BBCH"	""	"olte > 2e couronne ("	"89) Synthèse de"	"20003-20007"	"5910"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"derniers bouquets ("	") Février"	"1339-1346"	"6265"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"derniers bouquets ("	"89) Févri"	"1339-1343"	"6265"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"derniers bouquets ("	"89) Févri"	"1339-1343"	"6265"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"derniers bouquets ("	") Mars"	"1416-1423"	"6265"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"derniers bouquets ("	"89) Mars"	"1416-1420"	"6265"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"derniers bouquets ("	"89) Mars"	"1416-1420"	"6265"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"R15 fin de culture ("	") Avril"	"1494-1501"	"6265"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"R15 fin de culture ("	"89) Avril"	"1494-1498"	"6265"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"R15 fin de culture ("	"89) Avril"	"1494-1498"	"6265"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"1 R13 ("	") Synthèse de pr"	"1546-1553"	"6265"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 R13 ("	"89) Synthèse de"	"1546-1550"	"6265"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 R13 ("	"89) Synthèse de"	"1546-1550"	"6265"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"olte > 2e couronne ("	") Avril"	"18317-18324"	"6265"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"olte > 2e couronne ("	"89) Avril"	"18317-18321"	"6265"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"olte > 2e couronne ("	"89) Avril"	"18317-18321"	"6265"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"olte > 2e couronne ("	") Synthèse de pr"	"18387-18394"	"6265"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"olte > 2e couronne ("	"89) Synthèse de"	"18387-18391"	"6265"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"BBCH"	"BBCH"	""	"olte > 2e couronne ("	"89) Synthèse de"	"18387-18391"	"6265"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no2_du_25_Janvier_2019_cle0d6ef7.html"	"d2kab"	"Stade BBCH
    Stade physio
  
  
    89
    R13
  
  
    66 - 61
    F6 F1"	"stade BBCH stade physio @card@ R13 @card@ F6 F1"	""	"(HS)"	"Remarque"	"1055-1131"	"2321"	"type=BBCH_TABLE, canonical-form=BBCH 66 - 61, form=Stade BBCH
    Stade physio
  
  
    89
    R13
  
  
    66 - 61
    F6 F1"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no2_du_25_Janvier_2019_cle0d6ef7.html"	"d2kab"	"Stade BBCH
    Stade physio
  
  
    89
    R13
  
  
    66 - 61
    F6 F1"	"stade BBCH stade physio @card@ R13 @card@ F6 F1"	""	"(HS)"	"Remarque"	"1055-1131"	"2321"	"type=BBCH_TABLE, canonical-form=BBCH 89, form=Stade BBCH
    Stade physio
  
  
    89
    R13
  
  
    66 - 61
    F6 F1"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no2_du_25_Janvier_2019_cle0d6ef7.html"	"d2kab"	"BBCH"	"BBCH"	""	"HS) Stade"	"Stade physio"	"1061-1065"	"2321"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no2_du_25_Janvier_2019_cle0d6ef7.html"	"d2kab"	"BBCH"	"BBCH"	""	"HS) Stade"	"Stade physio"	"1061-1065"	"2321"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"1 R27 ("	") Décembre"	"1279-1286"	"8038"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 R27 ("	"89) Décem"	"1279-1283"	"8038"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 R27 ("	"89) Décem"	"1279-1283"	"8038"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH 89"	"BBCH @card@"	""	"2 R5 ("	") Février"	"1333-1340"	"8038"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"2 R5 ("	"89) Févri"	"1333-1337"	"8038"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"2 R5 ("	"89) Févri"	"1333-1337"	"8038"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH 68"	"BBCH @card@"	""	"+ 1AB F8 ("	") Mars"	"1404-1411"	"8038"	"type=BBCH-DD, canonical-form=BBCH 68, form=BBCH 68"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"+ 1AB F8 ("	"68) Mars"	"1404-1408"	"8038"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"+ 1AB F8 ("	"68) Mars"	"1404-1408"	"8038"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH 64-65"	"BBCH @card@"	""	"1 F4-F5 ("	") Avril"	"1469-1479"	"8038"	"type=BBCH-DD, canonical-form=BBCH 64-65, form=BBCH 64-65"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 F4-F5 ("	"64-65) Av"	"1469-1473"	"8038"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 F4-F5 ("	"64-65) Av"	"1469-1473"	"8038"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH 62"	"BBCH @card@"	""	"1 F2 ("	") Synthèse de pr"	"1523-1530"	"8038"	"type=BBCH-DD, canonical-form=BBCH 62, form=BBCH 62"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 F2 ("	"62) Synthèse de"	"1523-1527"	"8038"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 F2 ("	"62) Synthèse de"	"1523-1527"	"8038"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"Stade BBCH
    Stade physio
  
  
    61
    R1
  
  
    61
    F1"	"stade BBCH stade physio @card@ R1 @card@ F1"	""	"1"	"Synthèse de pre"	"24082-24149"	"8038"	"type=BBCH_TABLE, canonical-form=BBCH 61, form=Stade BBCH
    Stade physio
  
  
    61
    R1
  
  
    61
    F1"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"Stade BBCH
    Stade physio
  
  
    61
    R1
  
  
    61
    F1"	"stade BBCH stade physio @card@ R1 @card@ F1"	""	"1"	"Synthèse de pre"	"24082-24149"	"8038"	"type=BBCH_TABLE, canonical-form=BBCH 61, form=Stade BBCH
    Stade physio
  
  
    61
    R1
  
  
    61
    F1"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 Stade"	"Stade physio"	"24088-24092"	"8038"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"BBCH"	"BBCH"	""	"1 Stade"	"Stade physio"	"24088-24092"	"8038"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV-viti-RA-15_09-07-2019_cle01ba24.html"	"d2kab"	"BBCH 75"	"BBCH @card@"	""	"iques compris entre"	"(les grappes penden"	"17971-17978"	"4483"	"type=BBCH-DD, canonical-form=BBCH 75, form=BBCH 75"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV-viti-RA-15_09-07-2019_cle01ba24.html"	"d2kab"	"BBCH"	"BBCH"	""	"iques compris entre"	"75 (les grappes pen"	"17971-17975"	"4483"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV-viti-RA-15_09-07-2019_cle01ba24.html"	"d2kab"	"BBCH"	"BBCH"	""	"iques compris entre"	"75 (les grappes pen"	"17971-17975"	"4483"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV-viti-RA-15_09-07-2019_cle01ba24.html"	"d2kab"	"BBCH 79"	"BBCH @card@"	""	"se touchent pas) et"	"(fermeture de la gr"	"18028-18035"	"4483"	"type=BBCH-DD, canonical-form=BBCH 79, form=BBCH 79"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV-viti-RA-15_09-07-2019_cle01ba24.html"	"d2kab"	"BBCH"	"BBCH"	""	"se touchent pas) et"	"79 (fermeture de la"	"18028-18032"	"4483"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV-viti-RA-15_09-07-2019_cle01ba24.html"	"d2kab"	"BBCH"	"BBCH"	""	"se touchent pas) et"	"79 (fermeture de la"	"18028-18032"	"4483"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV-viti-RA-16_16-07-2019_cle0bfb92.html"	"d2kab"	"BBCH 79"	"BBCH @card@"	""	"ades phénologiques ("	"): fermeture de la g"	"18295-18302"	"4553"	"type=BBCH-DD, canonical-form=BBCH 79, form=BBCH 79"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV-viti-RA-16_16-07-2019_cle0bfb92.html"	"d2kab"	"BBCH"	"BBCH"	""	"ades phénologiques ("	"79): fermeture de l"	"18295-18299"	"4553"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV-viti-RA-16_16-07-2019_cle0bfb92.html"	"d2kab"	"BBCH"	"BBCH"	""	"ades phénologiques ("	"79): fermeture de l"	"18295-18299"	"4553"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93.html"	"d2kab"	"BBCH :Stade 75"	"BBCH : stade @card@"	""	"la fermeture. Stade"	": les baies ont la"	"2815-2829"	"2984"	"type=BBCH_STADE_DD, canonical-form=BBCH 75, form=BBCH :Stade 75"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93.html"	"d2kab"	"BBCH"	"BBCH"	""	"la fermeture. Stade"	":Stade 75 : les bai"	"2815-2819"	"2984"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93.html"	"d2kab"	"BBCH"	"BBCH"	""	"la fermeture. Stade"	":Stade 75 : les bai"	"2815-2819"	"2984"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93.html"	"d2kab"	"BBCH :
Stade 75"	"BBCH : stade @card@"	""	"ille de pois. Stade"	": les baies ont la"	"3152-3167"	"2984"	"type=BBCH_STADE_DD, canonical-form=BBCH 75, form=BBCH :
Stade 75"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93.html"	"d2kab"	"BBCH"	"BBCH"	""	"ille de pois. Stade"	": Stade 75 : les ba"	"3152-3156"	"2984"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_NA_VIGNE_Haut-Poitou_13_20190709_cle44ed93.html"	"d2kab"	"BBCH"	"BBCH"	""	"ille de pois. Stade"	": Stade 75 : les ba"	"3152-3156"	"2984"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_NA_VIGNE_Haut-Poitou_15_20190806_cle4c661d.html"	"d2kab"	"BBCH :Stade 79"	"BBCH : stade @card@"	""	"de la grappe. Stade"	": la fermeture de l"	"4350-4364"	"3189"	"type=BBCH_STADE_DD, canonical-form=BBCH 79, form=BBCH :Stade 79"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_NA_VIGNE_Haut-Poitou_15_20190806_cle4c661d.html"	"d2kab"	"BBCH"	"BBCH"	""	"de la grappe. Stade"	":Stade 79 : la ferm"	"4350-4354"	"3189"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_NA_VIGNE_Haut-Poitou_15_20190806_cle4c661d.html"	"d2kab"	"BBCH"	"BBCH"	""	"de la grappe. Stade"	":Stade 79 : la ferm"	"4350-4354"	"3189"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/bsv_raisin_n07_14052019_cle85bd4c.html"	"d2kab"	"53 BBCH"	"@card@ BBCH"	""	"lles étalées (stade"	") au stade boutons f"	"1309-1316"	"1179"	"type=STADE_DD_BBCH, canonical-form=BBCH 53, form=53 BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/bsv_raisin_n07_14052019_cle85bd4c.html"	"d2kab"	"BBCH"	"BBCH"	""	"s étalées (stade 53"	") au stade boutons f"	"1312-1316"	"1179"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/bsv_raisin_n07_14052019_cle85bd4c.html"	"d2kab"	"BBCH"	"BBCH"	""	"s étalées (stade 53"	") au stade boutons f"	"1312-1316"	"1179"	"type=?BBCH?, form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/bsv_raisin_n07_14052019_cle85bd4c.html"	"d2kab"	"57 BBCH"	"@card@ BBCH"	""	"raux séparés (stade"	") sur les variétés p"	"1358-1365"	"1179"	"type=STADE_DD_BBCH, canonical-form=BBCH 57, form=57 BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/bsv_raisin_n07_14052019_cle85bd4c.html"	"d2kab"	"BBCH"	"BBCH"	""	"x séparés (stade 57"	") sur les variétés p"	"1361-1365"	"1179"	"type=BBCH, canonical-form=BBCH , form=BBCH"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/bsv_raisin_n07_14052019_cle85bd4c.html"	"d2kab"	"BBCH"	"BBCH"	""	"x séparés (stade 57"	") sur les variétés p"	"1361-1365"	"1179"	"type=?BBCH?, form=BBCH"
