"bsv"	"type"	"length"	"context before"	"form"	"prefLabel"	"context after"	"location"	"features"
"04_bsv_raisin_12042012_V3"	"html"	"16803"	"MIDI-PYRENEES"	"Raisin de table"	"vigne de table"	"- n°4 19 BULLETIN D"	"16-31"	"IRI=http://ontology.inrae.fr/frenchcropusage/Vignes_table, tomap-classifier=exact, similarity=1.0, skos-prefLabel=vigne de table, skos-prefLabel=vigne de table, form=Raisin de table"
"04_bsv_raisin_12042012_V3"	"html"	"16803"	"DE SANTÉ DU VÉGÉTAL"	"RAISIN DE TABLE"	"vigne de table"	"N° 4 DU 12 AVRIL 20"	"1684-1699"	"IRI=http://ontology.inrae.fr/frenchcropusage/Vignes_table, tomap-classifier=exact, similarity=1.0, skos-prefLabel=vigne de table, skos-prefLabel=vigne de table, form=RAISIN DE TABLE"
"04_bsv_raisin_12042012_V3"	"html"	"16803"	"DE SANTÉ DU VÉGÉTAL"	"RAISIN DE TABLE"	"vigne de table"	"N° 4 DU 12 AVRIL 20"	"3928-3943"	"IRI=http://ontology.inrae.fr/frenchcropusage/Vignes_table, tomap-classifier=exact, similarity=1.0, skos-prefLabel=vigne de table, skos-prefLabel=vigne de table, form=RAISIN DE TABLE"
"04_bsv_raisin_12042012_V3"	"html"	"16803"	"ces présents sur le"	"vieux bois"	"houblon"	". En cas d'attaque i"	"4174-4184"	"IRI=http://ontology.inrae.fr/frenchcropusage/Houblons, tomap-candidate-head=bois, tomap-concept-synonym=bois des diable, tomap-significant-head=bois, tomap-classifier=head, similarity=0.25, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, skos-prefLabel=houblon, form=vieux bois"
"04_bsv_raisin_12042012_V3"	"html"	"16803"	"ité des variétés de"	"raisin de table"	"vigne de table"	".Évaluation du risqu"	"4819-4834"	"IRI=http://ontology.inrae.fr/frenchcropusage/Vignes_table, tomap-classifier=exact, similarity=1.0, skos-prefLabel=vigne de table, skos-prefLabel=vigne de table, form=raisin de table"
"04_bsv_raisin_12042012_V3"	"html"	"16803"	"l'animateur filière"	"raisin de table"	"vigne de table"	"du Syndicat du Chas"	"5698-5713"	"IRI=http://ontology.inrae.fr/frenchcropusage/Vignes_table, tomap-classifier=exact, similarity=1.0, skos-prefLabel=vigne de table, skos-prefLabel=vigne de table, form=raisin de table"
"04_bsv_raisin_12042012_V3"	"html"	"16803"	"DE SANTÉ DU VÉGÉTAL"	"RAISIN DE TABLE"	"vigne de table"	"N° 4 DU 12 AVRIL 20"	"6420-6435"	"IRI=http://ontology.inrae.fr/frenchcropusage/Vignes_table, tomap-classifier=exact, similarity=1.0, skos-prefLabel=vigne de table, skos-prefLabel=vigne de table, form=RAISIN DE TABLE"
"04_bsv_raisin_12042012_V3"	"html"	"16803"	"mondiale, 80 % des"	"plantes à fleurs"	"floriculture"	"se reproduisent grâ"	"7180-7196"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-candidate-head=plantes, tomap-concept-synonym=fleurs, tomap-significant-head=fleurs, tomap-classifier=head, similarity=1.0, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=plantes à fleurs"
"04_bsv_raisin_12042012_V3"	"html"	"16803"	"u du pollen sur des"	"fleurs contaminées suite à une pulvérisation"	"floriculture"	"; par l'utilisation"	"8771-8815"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-candidate-head=fleurs, tomap-concept-synonym=fleurs, tomap-significant-head=fleurs, tomap-classifier=head, similarity=0.16666666666666666, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=fleurs contaminées suite à une pulvérisation"
"05_bsv_ail_05042012_V3"	"html"	"6641"	"nt être trouvées au"	"cœur de la plante"	"palmier"	"ou dans le caïeu ay"	"1524-1541"	"IRI=http://ontology.inrae.fr/frenchcropusage/Palmiers, tomap-candidate-head=cœur, tomap-concept-synonym=coeur de palmier, tomap-significant-head=cœur, tomap-classifier=head, similarity=0.4, skos-prefLabel=palmier, skos-prefLabel=palmier, skos-prefLabel=palmier, form=cœur de la plante"
"05_bsv_ail_05042012_V3"	"html"	"6641"	"z votre technicien."	"Ail violet"	"ail"	"attaqué par la mouc"	"2702-2712"	"IRI=http://ontology.inrae.fr/frenchcropusage/Ails, tomap-candidate-head=ail, tomap-concept-synonym=ail, tomap-significant-head=ail, tomap-classifier=head, similarity=0.5, skos-prefLabel=ail, form=Ail violet"
"06_BSV_GC_05042011_cle8889ba"	"html"	"2730"	"ement en floraison."	"Ravageurs
COLZA Ravageurs Maladie"	"colza de printemps"	"BLE Situation saine"	"387-420"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas_printemps, tomap-candidate-head=colza, tomap-concept-synonym=colza printemps, tomap-significant-head=colza, tomap-classifier=head, similarity=0.2, skos-prefLabel=colza de printemps, skos-prefLabel=colza de printemps, form=Ravageurs
COLZA Ravageurs Maladie"
"06_BSV_GC_05042011_cle8889ba"	"html"	"2730"	"zas démarre sur des"	"colzas sains"	"colza de printemps"	". Aucune trace signi"	"749-761"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas_printemps, tomap-candidate-head=colza, tomap-concept-synonym=colza printemps, tomap-significant-head=colza, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=colza de printemps, skos-prefLabel=colza de printemps, form=colzas sains"
"06_BSV_GC_05042011_cle8889ba"	"html"	"2730"	"arcelles du réseau."	"Grandes cultures"	"grande culture"	"BLE Les température"	"846-862"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes cultures"
"06_BSV_GC_05042011_cle8889ba"	"html"	"2730"	"remarqués dans les"	"champs de blé"	"blé tendre d'hiver"	". Ce phénomène rare"	"1585-1598"	"IRI=http://ontology.inrae.fr/frenchcropusage/Bles_tendres_hiver, tomap-candidate-head=champs, tomap-concept-synonym=blé tendre d'hiver, tomap-significant-head=BLÉ, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=blé tendre d'hiver, skos-prefLabel=blé tendre d'hiver, form=champs de blé"
"06_BSV_GC_05042011_cle8889ba"	"html"	"2730"	"ns les parcelles de"	"blé dur"	"blé dur"	"du Sud-est et fait"	"1670-1677"	"IRI=http://ontology.inrae.fr/frenchcropusage/Bles_durs, tomap-classifier=exact, similarity=1.0, skos-prefLabel=blé dur, skos-prefLabel=blé dur, skos-prefLabel=blé dur, skos-prefLabel=blé dur, form=blé dur"
"06_BSV_GC_05042011_cle8889ba"	"html"	"2730"	"alch, Cristal Union"	"mauvaises herbes"	"plante aromatique"	". Du côté des maladi"	"2089-2105"	"IRI=http://ontology.inrae.fr/frenchcropusage/Plantes_aromatiques, tomap-candidate-head=Herbes, tomap-concept-synonym=fines herbe, tomap-significant-head=Herbes, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=plante aromatique, skos-prefLabel=plante aromatique, skos-prefLabel=plante aromatique, skos-prefLabel=plante aromatique, skos-prefLabel=plante aromatique, form=mauvaises herbes"
"07_BSV_GC_16042013_cle83b3df"	"html"	"3468"	"rvention BLE Risque"	"verse
ORGE"	"orge de printemps"	"Les piégeages de ch"	"427-437"	"IRI=http://ontology.inrae.fr/frenchcropusage/Orges_printemps, tomap-candidate-head=ORGE, tomap-concept-synonym=orge de printemps à deux rangs, tomap-significant-head=ORGE, tomap-classifier=head, similarity=0.14285714285714285, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, form=verse
ORGE"
"07_BSV_GC_16042013_cle83b3df"	"html"	"3468"	"éligèthes par pied."	"Grandes cultures"	"grande culture"	"Si le risque charan"	"895-911"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes cultures"
"07_BSV_GC_16042013_cle83b3df"	"html"	"3468"	"adies du feuillage."	"ORGE D'HIVER"	"orge de printemps"	"Les stades des orge"	"3021-3033"	"IRI=http://ontology.inrae.fr/frenchcropusage/Orges_printemps, tomap-candidate-head=ORGE, tomap-concept-synonym=orge de printemps à deux rangs, tomap-significant-head=ORGE, tomap-classifier=head, similarity=0.14285714285714285, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, form=ORGE D'HIVER"
"08_BSV_ZNA_080714_cle0bae61"	"html"	"5318"	"S.A.R.L. Vurpillot,"	"Graines Voltz"	"chanvre oléagineux"	", Comptoir Agricole"	"1706-1719"	"IRI=http://ontology.inrae.fr/frenchcropusage/Chanvres_oleagineux, tomap-candidate-head=Graines, tomap-concept-synonym=graine de chanvre, tomap-significant-head=Graines, tomap-classifier=head, similarity=0.25, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, form=Graines Voltz"
"08_BSV_ZNA_080714_cle0bae61"	"html"	"5318"	"ires et mildiou sur"	"Rosiers Oïdium"	"rosier odorant"	"sur rosiers Puceron"	"4917-4931"	"IRI=http://ontology.inrae.fr/frenchcropusage/Rosiers_parfum, tomap-candidate-head=Rosier, tomap-concept-synonym=rosier odorante, tomap-significant-head=Rosier, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=rosier odorant, skos-prefLabel=rosier odorant, form=Rosiers Oïdium"
"08_BSV_ZNA_080714_cle0bae61"	"html"	"5318"	"Rosiers Oïdium sur"	"rosiers Puceron"	"rosier odorant"	"sur Rosiers Maladie"	"4936-4951"	"IRI=http://ontology.inrae.fr/frenchcropusage/Rosiers_parfum, tomap-candidate-head=Rosier, tomap-concept-synonym=rosier odorante, tomap-significant-head=Rosier, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=rosier odorant, skos-prefLabel=rosier odorant, form=rosiers Puceron"
"091008_Bsv_cereales"	"html"	"3529"	"er : escourgeons et"	"blé
Semaine"	"blé tendre d'hiver"	"41 08/10/2009 Bulle"	"104-115"	"IRI=http://ontology.inrae.fr/frenchcropusage/Bles_tendres_hiver, tomap-candidate-head=BLÉ, tomap-concept-synonym=blé tendre d'hiver, tomap-significant-head=BLÉ, tomap-classifier=head, similarity=0.25, skos-prefLabel=blé tendre d'hiver, skos-prefLabel=blé tendre d'hiver, form=blé
Semaine"
"091008_Bsv_cereales"	"html"	"3529"	"eage cicadelles sur"	"céréales d'hiver"	"céréale à paille"	"est en mis en place"	"1054-1070"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, tomap-candidate-head=Céréales, tomap-concept-synonym=céréale à paille, tomap-significant-head=Céréales, tomap-classifier=head, similarity=0.25, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, form=céréales d'hiver"
"091008_Bsv_cereales"	"html"	"3529"	"s pieds chétifs des"	"céréales WDV"	"céréale à paille"	"). Cicadelle adulte"	"1559-1571"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, tomap-candidate-head=Céréales, tomap-concept-synonym=céréale à paille, tomap-significant-head=Céréales, tomap-classifier=head, similarity=0.25, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, form=céréales WDV"
"091008_Bsv_cereales"	"html"	"3529"	"e mise en place sur"	"céréales d'hiver"	"céréale à paille"	"en Champagne-Ardenn"	"3220-3236"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, tomap-candidate-head=Céréales, tomap-concept-synonym=céréale à paille, tomap-significant-head=Céréales, tomap-classifier=head, similarity=0.25, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, form=céréales d'hiver"
"091015_Bsv_cereales"	"html"	"4333"	"er : escourgeons et"	"blé
Semaine"	"blé tendre d'hiver"	"42 15/10/2009 Bulle"	"104-115"	"IRI=http://ontology.inrae.fr/frenchcropusage/Bles_tendres_hiver, tomap-candidate-head=BLÉ, tomap-concept-synonym=blé tendre d'hiver, tomap-significant-head=BLÉ, tomap-classifier=head, similarity=0.25, skos-prefLabel=blé tendre d'hiver, skos-prefLabel=blé tendre d'hiver, form=blé
Semaine"
"091015_Bsv_cereales"	"html"	"4333"	"eage cicadelles sur"	"céréales d'hiver"	"céréale à paille"	"est mis en place su"	"1133-1149"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, tomap-candidate-head=Céréales, tomap-concept-synonym=céréale à paille, tomap-significant-head=Céréales, tomap-classifier=head, similarity=0.25, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, form=céréales d'hiver"
"091015_Bsv_cereales"	"html"	"4333"	"s pieds chétifs des"	"céréales WDV"	"céréale à paille"	"). Cicadelle adulte"	"1634-1646"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, tomap-candidate-head=Céréales, tomap-concept-synonym=céréale à paille, tomap-significant-head=Céréales, tomap-classifier=head, similarity=0.25, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, form=céréales WDV"
"091015_Bsv_cereales"	"html"	"4333"	"e mise en place sur"	"céréales d'hiver"	"céréale à paille"	"en Champagne-Ardenn"	"3472-3488"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, tomap-candidate-head=Céréales, tomap-concept-synonym=céréale à paille, tomap-significant-head=Céréales, tomap-classifier=head, similarity=0.25, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, skos-prefLabel=céréale à paille, form=céréales d'hiver"
"09_bsv_ail_03052012_V3"	"html"	"6289"	"mal de plantation :"	"ail blanc"	"ail"	": 15/11 au 15/12 ai"	"3186-3195"	"IRI=http://ontology.inrae.fr/frenchcropusage/Ails, tomap-candidate-head=ail, tomap-concept-synonym=ail, tomap-significant-head=ail, tomap-classifier=head, similarity=0.5, skos-prefLabel=ail, form=ail blanc"
"09_bsv_ail_03052012_V3"	"html"	"6289"	"nc : 15/11 au 15/12"	"ail violet"	"ail"	": 15/10 au 20/11 ai"	"3213-3223"	"IRI=http://ontology.inrae.fr/frenchcropusage/Ails, tomap-candidate-head=ail, tomap-concept-synonym=ail, tomap-significant-head=ail, tomap-classifier=head, similarity=0.5, skos-prefLabel=ail, form=ail violet"
"09_bsv_ail_03052012_V3"	"html"	"6289"	"et : 15/10 au 20/11"	"ail rose"	"ail"	": 12/12 au 20/11 Lé"	"3241-3249"	"IRI=http://ontology.inrae.fr/frenchcropusage/Ails, tomap-candidate-head=ail, tomap-concept-synonym=ail, tomap-significant-head=ail, tomap-classifier=head, similarity=0.5, skos-prefLabel=ail, form=ail rose"
"100311_BSV_Colza_tournesol"	"html"	"2421"	"zas élongués ou des"	"petits colzas"	"colza de printemps"	"mal enracinés RAVAG"	"1276-1289"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas_printemps, tomap-candidate-head=colza, tomap-concept-synonym=colza printemps, tomap-significant-head=colza, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=colza de printemps, skos-prefLabel=colza de printemps, form=petits colzas"
"100701_bsv_mais"	"html"	"8622"	"DENNE Protéagineux,"	"Maïs
Semaine"	"maïs popcorn"	"26 01/07/2010 Bulle"	"110-122"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais_popcorn, tomap-candidate-head=Maïs, tomap-concept-synonym=maïs popcorn, tomap-significant-head=Maïs, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, form=Maïs
Semaine"
"100701_bsv_mais"	"html"	"8622"	"pucerons/p. Couleur"	"vert amande pâle"	"amandier"	".Les cornicules et l"	"3278-3294"	"IRI=http://ontology.inrae.fr/frenchcropusage/Amandiers, tomap-candidate-head=amande, tomap-concept-synonym=amande doux, tomap-significant-head=amande, tomap-classifier=head, similarity=0.25, skos-prefLabel=amandier, skos-prefLabel=amandier, skos-prefLabel=amandier, skos-prefLabel=amandier, skos-prefLabel=amandier, form=vert amande pâle"
"100701_bsv_mais"	"html"	"8622"	"illes Entre 3 et 10"	"feuilles du maïs"	"maïs popcorn"	". 500 pucerons (avec"	"3529-3545"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais_popcorn, tomap-candidate-head=feuilles, tomap-concept-synonym=maïs popcorn, tomap-significant-head=Maïs, tomap-classifier=head, similarity=0.5, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, form=feuilles du maïs"
"100701_bsv_mais"	"html"	"8622"	"dans 9 parcelles de"	"pois de printemps"	"pois protéagineux de printemps"	"et 5 parcelles de f"	"4624-4641"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, form=pois de printemps"
"100701_bsv_mais"	"html"	"8622"	"s et 5 parcelles de"	"féveroles de printemps"	"féverole de printemps"	". POIS PROTEAGINEUX"	"4660-4682"	"IRI=http://ontology.inrae.fr/frenchcropusage/Feveroles_printemps, tomap-classifier=exact, similarity=1.0, skos-prefLabel=féverole de printemps, skos-prefLabel=féverole de printemps, form=féveroles de printemps"
"100701_bsv_mais"	"html"	"8622"	"DES % parcelles 60%"	"POIS de PRINTEMPS"	"pois protéagineux de printemps"	"Le temps estival de"	"4738-4755"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, form=POIS de PRINTEMPS"
"100701_bsv_mais"	"html"	"8622"	"ion des stades. Les"	"pois de printemps"	"pois protéagineux de printemps"	"ont majoritairement"	"4832-4849"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, form=pois de printemps"
"100701_bsv_mais"	"html"	"8622"	"hysio tordeuses Les"	"pois de printemps"	"pois protéagineux de printemps"	"ont quasiment attei"	"5135-5152"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, form=pois de printemps"
"100701_bsv_mais"	"html"	"8622"	"s vols de tordeuses"	"pois de printemps"	"pois protéagineux de printemps"	"piégeages cumulés d"	"5511-5528"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, form=pois de printemps"
"100701_bsv_mais"	"html"	"8622"	"le des parcelles en"	"pois de printemps"	"pois protéagineux de printemps"	"a dépassé le seuil"	"5951-5968"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, form=pois de printemps"
"100701_bsv_mais"	"html"	"8622"	"é (entre les stades"	"Jeunes Gousses"	"légume à graines ou à gousses"	"de 2 cm et Fin Flor"	"7828-7842"	"IRI=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, tomap-candidate-head=gousse, tomap-concept-synonym=gousse, tomap-significant-head=gousse, tomap-classifier=head, similarity=0.5, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, skos-prefLabel=légume à graines ou à gousses, form=Jeunes Gousses"
"100916_BSV_Colza_Tournesol_S37"	"html"	"4906"	"BOURGEON TERMINAL."	"Tournesol
BILAN MALADIES FIN"	"tournesol"	"DE CYCLE 6 des 11 p"	"3576-3604"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tournesols, tomap-candidate-head=tournesol, tomap-concept-synonym=tournesol, tomap-significant-head=tournesol, tomap-classifier=head, similarity=0.25, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, form=Tournesol
BILAN MALADIES FIN"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"html"	"22916"	"hes physiologiques."	"ORGE D'HIVER"	"orge de printemps"	": De dernière feuil"	"511-523"	"IRI=http://ontology.inrae.fr/frenchcropusage/Orges_printemps, tomap-candidate-head=ORGE, tomap-concept-synonym=orge de printemps à deux rangs, tomap-significant-head=ORGE, tomap-classifier=head, similarity=0.14285714285714285, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, form=ORGE D'HIVER"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"html"	"22916"	"poriose dominantes."	"ORGE DE PRINTEMPS"	"orge de printemps"	": De mi-tallage à 1"	"617-634"	"IRI=http://ontology.inrae.fr/frenchcropusage/Orges_printemps, tomap-classifier=exact, similarity=1.0, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, skos-prefLabel=orge de printemps, form=ORGE DE PRINTEMPS"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"html"	"22916"	"les 1ères parcelles"	"POMMES DE TERRES"	"pomme de terre"	": BETTERAVES Levée"	"918-934"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pomme de terre, form=POMMES DE TERRES"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"html"	"22916"	"mps, 8 parcelles de"	"pois de printemps"	"pois protéagineux de printemps"	", 23 parcelles de fé"	"1437-1454"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, skos-prefLabel=pois protéagineux de printemps, form=pois de printemps"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"html"	"22916"	"es, 22 parcelles de"	"pommes de terre"	"pomme de terre"	"et 32 parcelles de"	"1499-1514"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pomme de terre, form=pommes de terre"
