"bsv"	"context before"	"deseases"	"context after"	"location"	"features"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"es et des symptômes"	"d'helminthosporiose"	"dans 3 parcelles La"	"14119-14138"	"type=DESEASE, form=d'helminthosporiose"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"S Pois de printemps"	"SITONES"	"Etat général 4 parc"	"14548-14555"	"type=DESEASE, form=SITONES"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"lent la présence de"	"sitones"	"avec moins de 5 mor"	"14606-14613"	"type=DESEASE, form=sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"uil de nuisibilité."	"THRIPS"	"La présence de thri"	"14954-14960"	"type=DESEASE, form=THRIPS"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"RIPS La présence de"	"thrips"	"n'est signalée sur"	"14976-14982"	"type=DESEASE, form=thrips"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"verole de printemps"	"SITONES"	"Etat général16 parc"	"15041-15048"	"type=DESEASE, form=SITONES"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"lent la présence de"	"sitones"	": 6 parcelles avec"	"15116-15123"	"type=DESEASE, form=sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"alyse de risque Les"	"sitones"	"sont très présents"	"15260-15267"	"type=DESEASE, form=sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	". Rappelons que les"	"sitones"	"sont moins nuisible"	"15338-15345"	"type=DESEASE, form=sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"parcelle. Dégâts de"	"sitones"	"sur pois Source : A"	"15565-15572"	"type=DESEASE, form=sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"Institut du végétal"	"Sitones"	"adulte MALADIES Rie"	"15656-15663"	"type=DESEASE, form=Sitones"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"yères, Gourgançon )"	"Thrips"	": Quelques déformat"	"20143-20149"	"type=DESEASE, form=Thrips"
"11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e"	"nciennes piqûres de"	"thrips"	". Les dégâts sont à"	"20312-20318"	"type=DESEASE, form=thrips"
"11_BSV_GC_17052010_cle85a2fb"	"idémiosurveillance,"	"l'oïdium"	"est régulièrement o"	"1126-1134"	"type=DESEASE, form=l'oïdium"
"11_BSV_GC_17052010_cle85a2fb"	"ux bas des plantes."	"L'helminthosporiose"	"est la maladie la p"	"1262-1281"	"type=DESEASE, form=L'helminthosporiose"
"11_BSV_GC_17052010_cle85a2fb"	"emières pustules de"	"rouille"	"naine sur F3. régul"	"1436-1443"	"type=DESEASE, form=rouille"
"11_BSV_GC_17052010_cle85a2fb"	"me époque Le 17 mai"	"Oïdium"	"L'oïdium est égalem"	"2916-2922"	"type=DESEASE, form=Oïdium"
"11_BSV_GC_17052010_cle85a2fb"	"ue Le 17 mai Oïdium"	"L'oïdium"	"est également signa"	"2923-2931"	"type=DESEASE, form=L'oïdium"
"11_BSV_GC_17052010_cle85a2fb"	"encore souffert du"	"froid"	"et de l'humidité. G"	"3221-3226"	"type=DESEASE, form=froid"
"11_BSV_GC_19052009_cle85f46f"	"floraison a débuté."	"Oïdium"	"L'oïdium est encore"	"415-421"	"type=DESEASE, form=Oïdium"
"11_BSV_GC_19052009_cle85f46f"	"on a débuté. Oïdium"	"L'oïdium"	"est encore présent"	"422-430"	"type=DESEASE, form=L'oïdium"
"11_BSV_GC_19052009_cle85f46f"	"ORGE BLE Septoriose"	"Oïdium"	"Ravageurs La septor"	"823-829"	"type=DESEASE, form=Oïdium"
"11_BSV_GC_19052009_cle85f46f"	"ec des symptômes de"	"rouille"	"brune. Grille d'éva"	"2154-2161"	"type=DESEASE, form=rouille"
"11_BSV_GC_19052009_cle85f46f"	"ns le grain lié aux"	"fusarioses"	"sur épi ARVALIS Ins"	"2271-2281"	"type=DESEASE, form=fusarioses"
"11_BSV_GC_19052009_cle85f46f"	"Institut du végétal"	"Fusariose"	"Avec la sortie des"	"2318-2327"	"type=DESEASE, form=Fusariose"
"11_BSV_GC_19052009_cle85f46f"	"ion des épis par la"	"fusariose"	". Ce risque est nul"	"2419-2428"	"type=DESEASE, form=fusariose"
"11_BSV_GC_19052009_cle85f46f"	"uation du risque de"	"fusariose"	"des épis, responsab"	"2518-2527"	"type=DESEASE, form=fusariose"
"11_BSV_GC_19052009_cle85f46f"	"és au risque global"	"fusariose"	". Au niveau climatiq"	"3036-3045"	"type=DESEASE, form=fusariose"
"11_BSV_GC_19052009_cle85f46f"	"és au risque global"	"fusariose"	"Variétés de référen"	"3585-3594"	"type=DESEASE, form=fusariose"
"1300514_bu_gc12_cle02f1cf"	"que faible pour les"	"thrips"	". Risque faible pour"	"1436-1442"	"type=DESEASE, form=thrips"
"1300514_bu_gc12_cle02f1cf"	"rtir de la mi juin."	"Oïdium"	"Peu de parcelles so"	"6553-6559"	"type=DESEASE, form=Oïdium"
"1300514_bu_gc12_cle02f1cf"	"%de la surface). Si"	"l'oïdium"	"n'est présent uniqu"	"7243-7251"	"type=DESEASE, form=l'oïdium"
"1300514_bu_gc12_cle02f1cf"	"risque est faible."	"Rouille"	"brune Les premiers"	"7391-7398"	"type=DESEASE, form=Rouille"
"1300514_bu_gc12_cle02f1cf"	", Barok et Azzerti."	"Rouille"	"jaune Deux nouvelle"	"7619-7626"	"type=DESEASE, form=Rouille"
"1300514_bu_gc12_cle02f1cf"	"pora nodorum"	"Rouille"	"jaune Ponctuellemen"	"12615-12622"	"type=DESEASE, form=Rouille"
"1300514_bu_gc12_cle02f1cf"	"llement, des cas de"	"rouille"	"jaune sont signalés"	"12656-12663"	"type=DESEASE, form=rouille"
"1300514_bu_gc12_cle02f1cf"	"Institut du Végétal"	"Rhynchosporiose"	"Des attaques de rhy"	"12853-12868"	"type=DESEASE, form=Rhynchosporiose"
"1300514_bu_gc12_cle02f1cf"	"ose Des attaques de"	"rhynchosporiose"	"sont signalées dans"	"12885-12900"	"type=DESEASE, form=rhynchosporiose"
"1300514_bu_gc12_cle02f1cf"	"hées et 15% des F3."	"Rouille"	"brune Deux cas ont"	"13025-13032"	"type=DESEASE, form=Rouille"
"1300514_bu_gc12_cle02f1cf"	"Fouesnant dpt. 29)."	"Oïdium"	"Aucune présence n'a"	"13227-13233"	"type=DESEASE, form=Oïdium"
"1300514_bu_gc12_cle02f1cf"	"début floraison ""."	"Helminthosporiose"	"La maladie n'a pas"	"13699-13716"	"type=DESEASE, form=Helminthosporiose"
"1300514_bu_gc12_cle02f1cf"	"tteintes."	"Helminthosporiose"	"de l'orge Sourc"	"14358-14375"	"type=DESEASE, form=Helminthosporiose"
"1300514_bu_gc12_cle02f1cf"	"Source : INRA"	"Rhynchosporiose"	"La maladie est touj"	"14408-14423"	"type=DESEASE, form=Rhynchosporiose"
"1300514_bu_gc12_cle02f1cf"	"endant 5 à 7 jours."	"Rhynchosporiose"	"de l'orgeSource : F"	"14917-14932"	"type=DESEASE, form=Rhynchosporiose"
"1300514_bu_gc12_cle02f1cf"	": Feredec Bretagne"	"Rouille"	"naine Deux cas sont"	"14968-14975"	"type=DESEASE, form=Rouille"
"1300514_bu_gc12_cle02f1cf"	". Analyse du risque"	"Thrips"	"Présence relevée da"	"16489-16495"	"type=DESEASE, form=Thrips"
"1300514_bu_gc12_cle02f1cf"	"dans 1 parcelle (1"	"thrips"	"en moyenne par bala"	"16532-16538"	"type=DESEASE, form=thrips"
"1300514_bu_gc12_cle02f1cf"	"l de nuisibilité (5"	"thrips"	"par balayage). Le r"	"16701-16707"	"type=DESEASE, form=thrips"
"130319_BSV_Lin__Oleagineux_n2_F_cle4b3994"	"ar les températures"	"froides"	"et la couverture ne"	"1713-1720"	"type=DESEASE, form=froides"
"130319_BSV_Lin__Oleagineux_n2_F_cle4b3994"	"38 % 100 %"	"THRIPS"	"Contexte d 'observa"	"2486-2492"	"type=DESEASE, form=THRIPS"
"130319_BSV_Lin__Oleagineux_n2_F_cle4b3994"	"une observation des"	"thrips"	"en ce début de sema"	"2632-2638"	"type=DESEASE, form=thrips"
"130319_BSV_Lin__Oleagineux_n2_F_cle4b3994"	"il de nuisibilité 5"	"thrips"	"en moyenne par bala"	"2816-2822"	"type=DESEASE, form=thrips"
"130319_BSV_Lin__Oleagineux_n2_F_cle4b3994"	"on. La surveillance"	"Thrips"	"s'impose d'autant p"	"3090-3096"	"type=DESEASE, form=Thrips"
"130507_BSV_Lin__Oleagineux_n9_F_cle4bfe17"	"en fin de bulletin"	"THRIPS"	"Risque thrips Conte"	"2069-2075"	"type=DESEASE, form=THRIPS"
"130507_BSV_Lin__Oleagineux_n9_F_cle4bfe17"	"letin THRIPS Risque"	"thrips"	"Contexte d'observat"	"2083-2089"	"type=DESEASE, form=thrips"
"130507_BSV_Lin__Oleagineux_n9_F_cle4bfe17"	"parcelles (de 1 à 2"	"thrips"	"en moyenne par bala"	"2158-2164"	"type=DESEASE, form=thrips"
"130507_BSV_Lin__Oleagineux_n9_F_cle4bfe17"	"une observation des"	"thrips"	"en ce début de sema"	"2252-2258"	"type=DESEASE, form=thrips"
"130507_BSV_Lin__Oleagineux_n9_F_cle4bfe17"	"il de nuisibilité 5"	"thrips"	"en moyenne par bala"	"3031-3037"	"type=DESEASE, form=thrips"
"130507_BSV_Lin__Oleagineux_n9_F_cle4bfe17"	"sque La présence de"	"thrips"	"n'est relevée à ce"	"3096-3102"	"type=DESEASE, form=thrips"
"130507_BSV_Lin__Oleagineux_n9_F_cle4bfe17"	"en moyenne de 1 à 2"	"thrips"	"). Le risque est don"	"3210-3216"	"type=DESEASE, form=thrips"
"130709_bu-arbo17_cle4212ae"	"oniliose sur fruits"	"Oïdium"	"Pas de nouvelles co"	"4347-4353"	"type=DESEASE, form=Oïdium"
"14_bsv_vigne_05_juillet_2012_cle856631"	"s. Pression forte."	"Oïdium"	": foyers en légère p"	"546-552"	"type=DESEASE, form=Oïdium"
"14_bsv_vigne_05_juillet_2012_cle856631"	"t, et les symptômes"	"Oïdium"	"Présence plus franc"	"4652-4658"	"type=DESEASE, form=Oïdium"
"14_bsv_vigne_05_juillet_2012_cle856631"	"nce plus franche de"	"l'oïdium"	"en Anjou : vignoble"	"4684-4692"	"type=DESEASE, form=l'oïdium"
"15BSVGC05062012_cle0b33a1"	"s lors de printemps"	"froid"	"et humide. Il n'exi"	"2052-2057"	"type=DESEASE, form=froid"
"15BSVGC05062012_cle0b33a1"	"iose (5 parcelles),"	"rhynchosporiose"	"(2 parcelles) et ro"	"2491-2506"	"type=DESEASE, form=rhynchosporiose"
"15BSVGC05062012_cle0b33a1"	"se (2 parcelles) et"	"rouille"	"naine (1 parcelle)"	"2524-2531"	"type=DESEASE, form=rouille"
"15BSVGC05062012_cle0b33a1"	"blés... Maladies :"	"Rouille"	"jaune Toujours du c"	"5177-5184"	"type=DESEASE, form=Rouille"
"15BSVGC05062012_cle0b33a1"	"ertaines parcelles"	"Rouille"	"brune 2 cas signalé"	"5288-5295"	"type=DESEASE, form=Rouille"
"15BSVGC05062012_cle0b33a1"	"érioriser : avec le"	"froid"	"de ces dernières se"	"5702-5707"	"type=DESEASE, form=froid"
"15BSVGC05062012_cle0b33a1"	"s important pour la"	"Fusariose"	") il convient donc d"	"5864-5873"	"type=DESEASE, form=Fusariose"
"15BSVGC05062012_cle0b33a1"	"région naturelle."	"fusariose"	": Les fusarioses de"	"6345-6354"	"type=DESEASE, form=fusariose"
"15BSVGC05062012_cle0b33a1"	"e. fusariose : Les"	"fusarioses"	"des épis provoquent"	"6361-6371"	"type=DESEASE, form=fusarioses"
"15BSVGC05062012_cle0b33a1"	"jus ou Nivale). Les"	"fusarioses"	"se développent préf"	"6630-6640"	"type=DESEASE, form=fusarioses"
"15BSVGC05062012_cle0b33a1"	"ue d'apparition des"	"fusarioses"	"sur les épis de blé"	"6968-6978"	"type=DESEASE, form=fusarioses"
"15BSVGC05062012_cle0b33a1"	"té des variétés aux"	"fusarioses"	". Le stade le plus s"	"7268-7278"	"type=DESEASE, form=fusarioses"
"15BSVGC05062012_cle0b33a1"	"e développement des"	"fusarioses"	"sur épis. Grille d"	"7474-7484"	"type=DESEASE, form=fusarioses"
"15BSVGC05062012_cle0b33a1"	"ditions climatiques"	"froides"	"et humides d'avril"	"8126-8133"	"type=DESEASE, form=froides"
"15BSVGC05062012_cle0b33a1"	"aiches, pluie). Les"	"thrips"	"sont présents dans"	"9417-9423"	"type=DESEASE, form=thrips"
"15BSVGC05062012_cle0b33a1"	"floraison. Maladies"	"Oïdium"	": les conditions ne"	"9555-9561"	"type=DESEASE, form=Oïdium"
"15_BSV_ARBO_130612_cle82d761"	"resCapua : captures"	"faiblesOïdium"	": toujours présent"	"162-175"	"type=DESEASE, form=faiblesOïdium"
"15_BSV_ARBO_130612_cle82d761"	"confusées. Pommier"	"Oïdium"	"Situation actuelle"	"1558-1564"	"type=DESEASE, form=Oïdium"
"17BSVGC15062011_cle0751f9"	"emières pustules de"	"rouille"	"observées sur une p"	"1316-1323"	"type=DESEASE, form=rouille"
"17BSVGC15062011_cle0751f9"	"C. Gazet CRA 59/62"	"Rouille"	"brune Signalée sur"	"2095-2102"	"type=DESEASE, form=Rouille"
"17BSVGC15062011_cle0751f9"	"betterave. Le temps"	"froid"	"et humide favorise"	"5439-5444"	"type=DESEASE, form=froid"
"17BSVGC15062011_cle0751f9"	"n à début maturité."	"MaladiesOïdium"	": très peu d'évolut"	"5881-5895"	"type=DESEASE, form=MaladiesOïdium"
"18_BSV_GC_02072013_cle8e434e"	"u développement des"	"fusarioses"	"sur épis. Effet de"	"4072-4082"	"type=DESEASE, form=fusarioses"
"2009_BSV_manche_07_cle8ef897"	"es est à surveiller"	"Thrips"	": ml.blanc.fredonbn"	"1732-1738"	"type=DESEASE, form=Thrips"
"2009_BSV_manche_07_cle8ef897"	"ques indiquent 0,18"	"thrips"	"/plaque/jour. La pré"	"2008-2014"	"type=DESEASE, form=thrips"
"2009_BSV_manche_07_cle8ef897"	"sence de piqûres de"	"thrips"	"est constatée aussi"	"2054-2060"	"type=DESEASE, form=thrips"
"2010_6__cle0c39b8-1"	"semaine et par site"	"Oïdium"	"On nous rapporte un"	"5686-5692"	"type=DESEASE, form=Oïdium"
"2010_6__cle0c39b8-1"	"notable exercée par"	"l'oïdium"	"en région angevine,"	"5743-5751"	"type=DESEASE, form=l'oïdium"
"2010_6__cle0c39b8"	"- Concombre : p. 4"	"Thrips"	", oïdium et acariens"	"586-592"	"type=DESEASE, form=Thrips"
"2010_6__cle0c39b8"	"mbre : p. 4 Thrips,"	"oïdium"	"et acariens Fraisi"	"594-600"	"type=DESEASE, form=oïdium"
"2010_6__cle0c39b8"	"ariens Fraisiers :"	"Oïdium"	"à surveiller p. 5 p"	"626-632"	"type=DESEASE, form=Oïdium"
"2010_6__cle0c39b8"	"delle Melon : p. 6"	"Fusariose"	", sclérotiniose et p"	"764-773"	"type=DESEASE, form=Fusariose"
"2010_6__cle0c39b8"	"s suturalis ) , des"	"thrips"	"et de la teigne du"	"1665-1671"	"type=DESEASE, form=thrips"
"2010_6__cle0c39b8"	"paragraphe ""Radis""."	"Thrips"	"Dans le 44, la vigi"	"2453-2459"	"type=DESEASE, form=Thrips"
"2010_6__cle0c39b8"	"ace aux attaques de"	"thrips"	": 13 adultes piégés"	"2540-2546"	"type=DESEASE, form=thrips"
"2010_6__cle0c39b8"	"u'à la fin mai. Les"	"thrips"	"sont également prés"	"2670-2676"	"type=DESEASE, form=thrips"
"2010_6__cle0c39b8"	"concombre."	"Thrips"	"Charançon"	"2752-2758"	"type=DESEASE, form=Thrips"
"2010_6__cle0c39b8"	"pucerons, acariens,"	"thrips"	"et doryphores. Sui"	"4111-4117"	"type=DESEASE, form=thrips"
"2010_6__cle0c39b8"	"Acariens"	"Thrips"	"On observe touj"	"4357-4363"	"type=DESEASE, form=Thrips"
"2010_6__cle0c39b8"	"bserve toujours des"	"thrips"	"sur aubergine à Sai"	"4392-4398"	"type=DESEASE, form=thrips"
"2010_6__cle0c39b8"	"concombres."	"Thrips"	"Doryphore"	"4588-4594"	"type=DESEASE, form=Thrips"
"2010_6__cle0c39b8"	"ns, alternariose et"	"oïdium"	". sclérotini"	"5378-5384"	"type=DESEASE, form=oïdium"
"2010_6__cle0c39b8"	"velopper. Le risque"	"oïdium"	"est toujours faible"	"6453-6459"	"type=DESEASE, form=oïdium"
"2010_6__cle0c39b8"	"pucerons, acariens,"	"thrips"	". Suivi de l'évolut"	"6710-6716"	"type=DESEASE, form=thrips"
