"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"deseases"	"stages"	"context before"	"context after"	"location"	"features"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"H5
P
P
P
P
P"	"RISQUE"	"Observations et analyse du risque
Pas de captures cette semaine.
La majorité des parcelles sont sortie de la période de risque.
La surveillance doit continuer dans les parcelles où les colzas sont hétérogènes (colzas à moins de 3 feuilles).
Évaluation du risque climatique : Des pluies sont annoncées ce week-end. Si elles venaient à se confirmer, il faudra surveiller les parcelles avec des colzas à moins de 3 feuilles.
Retrouvez toutes les recommandations sur les limaces dans les BSV précédents."	"colza,
colza,
colza"	"limaces"	""	""	"vraies(B7) Limaces"	"RÉSEAU DE SURVEILL"	"2193-2692"	"type=RISQUE, form=Observations et analyse du risque
Pas de captures cette semaine.
La majorité des parcelles sont sortie de la période de risque.
La surveillance doit continuer dans les parcelles où les colzas sont hétérogènes (colzas à moins de 3 feuilles).
Évaluation du risque climatique : Des pluies sont annoncées ce week-end. Si elles venaient à se confirmer, il faudra surveiller les parcelles avec des colzas à moins de 3 feuilles.
Retrouvez toutes les recommandations sur les limaces dans les BSV précédents."
"20181002_bsv_grandes_cultures_29_cle0423a6"	"H5
P
H5
P"	"RISQUE"	"Période de risque
De la germination au stade 3 feuilles
Seuil indicatif de risque
Il n'existe pas de seuils de risque pour les limaces. L'intérêt d'une intervention s'évalue en fonction du stade de la culture, des populations de limaces présentes, du niveau de risque à la parcelle, des conditions climatiques à la levée, des dégâts observés et de la dynamique de pousse du colza."	"colza"	"limaces,
limaces"	""	"stade principal BBCH 0,
stade secondaire BBCH 009 "	"ence d'auxiliaires."	"Petite altise ou a"	"3108-3488"	"type=RISQUE, form=Période de risque
De la germination au stade 3 feuilles
Seuil indicatif de risque
Il n'existe pas de seuils de risque pour les limaces. L'intérêt d'une intervention s'évalue en fonction du stade de la culture, des populations de limaces présentes, du niveau de risque à la parcelle, des conditions climatiques à la levée, des dégâts observés et de la dynamique de pousse du colza."
"20181002_bsv_grandes_cultures_29_cle0423a6"	"H5
P
P
P"	"RISQUE"	"Observations et analyse du risque
Pas de petites altises capturées cette semaine.
Les morsures qui peuvent maintenant être visibles sont plutôt dues aux grosses altises. Le seuil de risque prend en compte le nombre de plantes touchées et la surface foliaire détruite par les 2 ravageurs confondus.
Des petites altises peuvent de nouveau être vues dans les colzas à l'occasion de la destruction d'un couvert dans une parcelles en proximité."	"colza"	"altises,
altises,
altises"	""	""	"e colza à proximité"	"Petite altise CAPDL"	"3588-4027"	"type=RISQUE, form=Observations et analyse du risque
Pas de petites altises capturées cette semaine.
Les morsures qui peuvent maintenant être visibles sont plutôt dues aux grosses altises. Le seuil de risque prend en compte le nombre de plantes touchées et la surface foliaire détruite par les 2 ravageurs confondus.
Des petites altises peuvent de nouveau être vues dans les colzas à l'occasion de la destruction d'un couvert dans une parcelles en proximité."
"20181002_bsv_grandes_cultures_29_cle0423a6"	"H5
P
H5
P"	"RISQUE"	"Période de risque
De la levée au stade 3 feuilles.
Seuil indicatif de risque
A partir de 8 pieds sur 10 porteurs de morsures"	""	""	""	"stade secondaire BBCH 009 "	"es nouveaux colzas."	"RÉSEAU DE SURVEILL"	"4310-4434"	"type=RISQUE, form=Période de risque
De la levée au stade 3 feuilles.
Seuil indicatif de risque
A partir de 8 pieds sur 10 porteurs de morsures"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"H5
P
H5
P"	"RISQUE"	"Période de risque
De la levée au stade 3 feuilles pour les dégâts de morsures des adultes
Seuil indicatif de risque
À partir de 8 pieds sur 10 porteurs de morsures et 25 % de la surface foliaire détruite."	""	""	""	"stade secondaire BBCH 009 "	"s altises d'hiver """	"Pucerons Observati"	"6030-6234"	"type=RISQUE, form=Période de risque
De la levée au stade 3 feuilles pour les dégâts de morsures des adultes
Seuil indicatif de risque
À partir de 8 pieds sur 10 porteurs de morsures et 25 % de la surface foliaire détruite."
"20181002_bsv_grandes_cultures_29_cle0423a6"	"H5
P
P
P"	"RISQUE"	"Observations et analyse du risque
Des pucerons verts du pêcher (Myzus persicae) sont signalés sur 7 parcelles cette semaine. 2 parcelles dépassent le seuil de risque.
Absence des pucerons cendrés (Brevicoryne brassicae) cette semaine.
Les conditions climatiques sont favorables à leur présence."	"pêcher"	"pucerons,
pucerons"	""	""	"détruite. Pucerons"	"CAPDL Période de ri"	"6245-6539"	"type=RISQUE, form=Observations et analyse du risque
Des pucerons verts du pêcher (Myzus persicae) sont signalés sur 7 parcelles cette semaine. 2 parcelles dépassent le seuil de risque.
Absence des pucerons cendrés (Brevicoryne brassicae) cette semaine.
Les conditions climatiques sont favorables à leur présence."
"20181002_bsv_grandes_cultures_29_cle0423a6"	"H5
P
H5
P"	"RISQUE"	"Période de risque
De la levée au stade 6 feuilles (B6)
Seuil de risque
À partir de 25% de la surface foliaire détruite et en conditions favorables au ravageur."	""	""	""	"stade secondaire BBCH 009 "	"enthrède de la rave"	"Cuvette jaune : out"	"7844-8003"	"type=RISQUE, form=Période de risque
De la levée au stade 6 feuilles (B6)
Seuil de risque
À partir de 25% de la surface foliaire détruite et en conditions favorables au ravageur."
"20181002_bsv_grandes_cultures_29_cle0423a6"	"P
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CAPDL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Écophyto."	""	""	""	""	"tlantique, Terrena."	""	"12105-12769"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CAPDL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Écophyto."
"20181106_bsv_grandes_cultures_34_cle08159b"	"FIGCAPTION
FIGURE
SMALL
P
BR
BR
BR"	"ABONNEMENT"	"ABONNEMENT BSV
Retrouvez le bulletin de santé du végétal sur le web... www.draaf.pays-de-la-loire.agriculture.gouv.fr www.pays-de-la-loire.chambres-agriculture.fr www.polleniz.fr"	""	""	""	""	""" Boite à outils ""."	"ou inscrivez-vous"	"1025-1203"	"type=ABONNEMENT, form=ABONNEMENT BSV
Retrouvez le bulletin de santé du végétal sur le web... www.draaf.pays-de-la-loire.agriculture.gouv.fr www.pays-de-la-loire.chambres-agriculture.fr www.polleniz.fr"
"20181106_bsv_grandes_cultures_34_cle08159b"	"H3
P
P
P
P"	"RISQUE"	"Observations et analyse du risque
Cette semaine, des limaces sont signalées sur 1 parcelle de la Sarthe avec en moyenne 2 individus/m².
Absence de dégâts dans les parcelles levées.
Les conditions fraîches en matinée ne sont pas favorables à leur activité.
Vigilance tout de même avec les pluies."	""	"limaces"	""	""	"es étalées Limaces"	"RÉSEAU DE SURVEILL"	"2409-2704"	"type=RISQUE, form=Observations et analyse du risque
Cette semaine, des limaces sont signalées sur 1 parcelle de la Sarthe avec en moyenne 2 individus/m².
Absence de dégâts dans les parcelles levées.
Les conditions fraîches en matinée ne sont pas favorables à leur activité.
Vigilance tout de même avec les pluies."
"20181106_bsv_grandes_cultures_34_cle08159b"	"H3
P
H3
P"	"RISQUE"	"Période de risque
Du semis au stade 3 feuilles
Seuil indicatif de risque
Pas de seuil de risque. C'est l'analyse d'un ensemble de facteurs qui va constituer la prise de décision : évolution des captures et des dégâts, conditions météo, vigueur et stade de la culture, présence d'auxiliaires,"	""	""	""	""	"ar-des-traitements/"	"RÉSEAU DE SURVEILL"	"5193-5484"	"type=RISQUE, form=Période de risque
Du semis au stade 3 feuilles
Seuil indicatif de risque
Pas de seuil de risque. C'est l'analyse d'un ensemble de facteurs qui va constituer la prise de décision : évolution des captures et des dégâts, conditions météo, vigueur et stade de la culture, présence d'auxiliaires,"
"20181106_bsv_grandes_cultures_34_cle08159b"	"H3
P
H3
P"	"RISQUE"	"Période de risque
À partir de 1 feuille de la céréale.
Seuil de risque
À partir de 10% de plantes porteuses d'au moins 1 puceron. Lorsque ce seuil est atteint, un second seuil est fixé : présence de pucerons sur les parcelles pendant plus de 10 jours consécutifs."	"céréale"	"puceron,
pucerons"	""	""	"Encyclop'Aphid INRA"	"CA53 Pucerons ailé"	"7951-8214"	"type=RISQUE, form=Période de risque
À partir de 1 feuille de la céréale.
Seuil de risque
À partir de 10% de plantes porteuses d'au moins 1 puceron. Lorsque ce seuil est atteint, un second seuil est fixé : présence de pucerons sur les parcelles pendant plus de 10 jours consécutifs."
"20181106_bsv_grandes_cultures_34_cle08159b"	"H3
BR"	"RESEAU D'OBSERVATION"	"Réseau d'observation
23 parcelles de colza sont renseignées cette semaine sous VGOBS avec la répartition suivante :"	"colza"	""	""	""	"C OLZA So mm air e"	"1 Loire-Atlantique,"	"8398-8513"	"type=RESEAU D'OBSERVATION, form=Réseau d'observation
23 parcelles de colza sont renseignées cette semaine sous VGOBS avec la répartition suivante :"
"20181106_bsv_grandes_cultures_34_cle08159b"	"H3
P
P
P
P
P
P
P
P
P
P
BR
BR
P
P"	"RISQUE"	"Observations et analyse du risque
L'observation des larves d'altise peut se faire de 2 façons :
 La méthode dissection : prélever une vingtaine de plantes et disséquer les pétioles pour observer la présence de
larves et de galeries
 La méthode Berlèse : simple, rapide et qui permet de dénombrer les larves y compris sur des colzas peu développés.
Méthode "" Berlèse ""
Prélever 4x5 plantes en les coupant au niveau du collet, éliminer l'extrémité des feuilles, laver les plantes. Disposer les plantes sur un grillage au-dessus d'un récipient (cuvette jaune pour colza par exemple) dans lequel on met un mélange eau + alcool modifié (50/50). Utiliser 2 récipients si nécessaire. Disposer dans une pièce chauffée (20°C environ) et aérée pour favoriser le dessèchement des plantes.
Les larves présentes se retrouvent dans la solution dans un délai d'une semaine. Si la méthode ne permet pas de détecter le nombre de plantes porteuses d'altises, elle peut confirmer la présence des larves et leur nombre. En cas d'absence de larves lors de ce premier bilan, une vérification ultérieure en cours d'hiver sera nécessaire.
Des larves d'altises sont signalées sur 6 parcelles cette semaines :
 En Maine-et-Loire : 2 % de plantes avec présence sur 1 parcelle
 En Mayenne : 1 parcelle présente en moyenne 1 larve par pied Dans la Sarthe : 0,5 larve en moyenne par pied observée sur 1 parcelle et 1 parcelle avec 80% de plantes présentant des larves En Vendée : 5 % de plantes avec présence de larves sur 2 parcelles
La majorité des larves observées cette semaine sont au stade L1. Les premières larves L2 commencent aussi à être observées.
Hors réseau, des larves ont aussi été observées."	"colza,
colza"	"larves,
larves,
larves,
larves,
larves,
larves,
larves,
larve,
larve,
larves,
larves,
larves,
larves,
larves"	""	""	"ividus en moyenne)."	"CA 44 Pour rappel,"	"10245-11922"	"type=RISQUE, form=Observations et analyse du risque
L'observation des larves d'altise peut se faire de 2 façons :
 La méthode dissection : prélever une vingtaine de plantes et disséquer les pétioles pour observer la présence de
larves et de galeries
 La méthode Berlèse : simple, rapide et qui permet de dénombrer les larves y compris sur des colzas peu développés.
Méthode "" Berlèse ""
Prélever 4x5 plantes en les coupant au niveau du collet, éliminer l'extrémité des feuilles, laver les plantes. Disposer les plantes sur un grillage au-dessus d'un récipient (cuvette jaune pour colza par exemple) dans lequel on met un mélange eau + alcool modifié (50/50). Utiliser 2 récipients si nécessaire. Disposer dans une pièce chauffée (20°C environ) et aérée pour favoriser le dessèchement des plantes.
Les larves présentes se retrouvent dans la solution dans un délai d'une semaine. Si la méthode ne permet pas de détecter le nombre de plantes porteuses d'altises, elle peut confirmer la présence des larves et leur nombre. En cas d'absence de larves lors de ce premier bilan, une vérification ultérieure en cours d'hiver sera nécessaire.
Des larves d'altises sont signalées sur 6 parcelles cette semaines :
 En Maine-et-Loire : 2 % de plantes avec présence sur 1 parcelle
 En Mayenne : 1 parcelle présente en moyenne 1 larve par pied Dans la Sarthe : 0,5 larve en moyenne par pied observée sur 1 parcelle et 1 parcelle avec 80% de plantes présentant des larves En Vendée : 5 % de plantes avec présence de larves sur 2 parcelles
La majorité des larves observées cette semaine sont au stade L1. Les premières larves L2 commencent aussi à être observées.
Hors réseau, des larves ont aussi été observées."
"20181106_bsv_grandes_cultures_34_cle08159b"	"H3
P
H3
P"	"RISQUE"	"Période de risque
Du stade 5-6 feuilles vraies (B5-B6) jusqu'à la sortie de l'hiver.
Seuil indicatif de risque
Il va dépendre du niveau de risque de la parcelle."	""	""	""	""	"larves de mouche !"	"Risque moyen à fort"	"14295-14456"	"type=RISQUE, form=Période de risque
Du stade 5-6 feuilles vraies (B5-B6) jusqu'à la sortie de l'hiver.
Seuil indicatif de risque
Il va dépendre du niveau de risque de la parcelle."
"20181106_bsv_grandes_cultures_34_cle08159b"	"H3
P
P"	"RISQUE"	"Observations et analyse du risque
2 cuvettes de la Sarthe sont positives sur les 20 relevées dans la région : 4 individus au total (1 et 3 individus).
La diminution des captures se poursuit cette semaine. Le pic de vol a eu lieu autour du 20 octobre."	""	""	""	""	"s ont été observées"	"Reconnaissance et c"	"15105-15355"	"type=RISQUE, form=Observations et analyse du risque
2 cuvettes de la Sarthe sont positives sur les 20 relevées dans la région : 4 individus au total (1 et 3 individus).
La diminution des captures se poursuit cette semaine. Le pic de vol a eu lieu autour du 20 octobre."
"20181106_bsv_grandes_cultures_34_cle08159b"	"H3
P
H3
P"	"RISQUE"	"Période de risque
De la levée jusqu'à fin novembre
Seuil indicatif de risque
Il n'existe pas véritablement de seuil de risque. On considère qu'un contrôle des adultes 8 à 10 jours après les premières captures permet de limiter les dégâts de larves. Les petits colzas ou les colzas peu vigoureux sont plus sensibles à cet insecte."	"colza,
colza"	"larves"	""	"stade secondaire BBCH 009 "	"age dans les cœurs."	"Cuvette jaune : out"	"15816-16145"	"type=RISQUE, form=Période de risque
De la levée jusqu'à fin novembre
Seuil indicatif de risque
Il n'existe pas véritablement de seuil de risque. On considère qu'un contrôle des adultes 8 à 10 jours après les premières captures permet de limiter les dégâts de larves. Les petits colzas ou les colzas peu vigoureux sont plus sensibles à cet insecte."
"20181106_bsv_grandes_cultures_34_cle08159b"	"H3
P
P"	"RISQUE"	"Observations et analyse du risque
Les pucerons, notamment les pucerons verts du pêcher (Myzus persicae) peuvent être encore présents de façon importante dans quelques parcelles (réseau et hors réseau). Quelques pucerons cendrés sont aussi observés en particulier en Vendée. Les pluies vont être moins favorables à leur activité et présence.
Hors réseau en Sarthe et Mayenne, des dégâts (hors viroses) suite à la présence importance de pucerons, commencent à être signalés."	"pêcher"	"pucerons,
pucerons,
pucerons,
pucerons"	""	""	"moins de 7 feuilles"	"Pucerons verts sous"	"16859-17331"	"type=RISQUE, form=Observations et analyse du risque
Les pucerons, notamment les pucerons verts du pêcher (Myzus persicae) peuvent être encore présents de façon importante dans quelques parcelles (réseau et hors réseau). Quelques pucerons cendrés sont aussi observés en particulier en Vendée. Les pluies vont être moins favorables à leur activité et présence.
Hors réseau en Sarthe et Mayenne, des dégâts (hors viroses) suite à la présence importance de pucerons, commencent à être signalés."
"20181106_bsv_grandes_cultures_34_cle08159b"	"H3
P"	"RISQUE"	"Période de risque
Jusqu'au stade 6 feuilles (B6)"	""	""	""	""	"(pucerons momifiés)"	"CAPDL Seuil indicat"	"17434-17482"	"type=RISQUE, form=Période de risque
Jusqu'au stade 6 feuilles (B6)"
"20181106_bsv_grandes_cultures_34_cle08159b"	"FIGCAPTION
FIGURE
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CAPDL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Agence Française de la Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Écophyto."	""	""	""	""	"tlantique, Terrena."	""	"21430-22079"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CAPDL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Agence Française de la Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Écophyto."
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"H2
H1
P
P
SMALL
P"	"A RETENIR"	"À retenir cette semaine
 Colza
Le développement du colza évolue, avec désormais 30% des parcelles au stade début montaison.
De nouvelles captures sont enregistrées cette semaine. Les femelles issues des premières arrivées sont désormais aptes à la ponte. Le risque est particulièrement élevé sur les parcelles en phase de montaison. Sur les autres parcelles, surveillez très attentivement l'évolution des stades.
Crédit photo : Réseau des Chambres d'Agriculture"	"colza,
colza"	""	""	"stade secondaire BBCH 30"	"ion 26 février 2019"	"Colza Réseau 2018-"	"203-664"	"type=A RETENIR, form=À retenir cette semaine
 Colza
Le développement du colza évolue, avec désormais 30% des parcelles au stade début montaison.
De nouvelles captures sont enregistrées cette semaine. Les femelles issues des premières arrivées sont désormais aptes à la ponte. Le risque est particulièrement élevé sur les parcelles en phase de montaison. Sur les autres parcelles, surveillez très attentivement l'évolution des stades.
Crédit photo : Réseau des Chambres d'Agriculture"
"20190227_BSV_grandes_cultures_Auvergne_N02_cle0189db"	"H2
P
FOOTER
BR
FOOTER
BR
wrapper
HR
H2
H3"	"STADES"	"Stades des colzas
Les stades du colza ont évolué au cours de la semaine passée, avec désormais 30% des parcelles où la montaison est engagée, avec le stade C2 (BBCH31) majoritaire sur ces parcelles. Pour rappel, aucune parcelle n'atteignait ce stade la semaine passée.
BSV n°02, Grandes Cultures, région Auvergne-Rhône-Alpes, édition du territoire auvergnat
1

Ravageurs
Charançon de la tige du colza"	"colza,
colza,
colza"	"Charançon"	""	""	"uivi cette semaine."	"Période de risque :"	"745-1145"	"type=STADES, form=Stades des colzas
Les stades du colza ont évolué au cours de la semaine passée, avec désormais 30% des parcelles où la montaison est engagée, avec le stade C2 (BBCH31) majoritaire sur ces parcelles. Pour rappel, aucune parcelle n'atteignait ce stade la semaine passée.
BSV n°02, Grandes Cultures, région Auvergne-Rhône-Alpes, édition du territoire auvergnat
1

Ravageurs
Charançon de la tige du colza"
