"bsv"	"type"	"length"	"context"	"word"	"prefLabel"	"context"	"location"	"features"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"tises et dégâts sur"	"colza"	"colza"	"(photo prise cette"	"5586-5591"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"re les repousses de"	"colza"	"colza"	"pendant la période"	"5680-5685"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"période de levée du"	"colza"	"colza"	"pour limiter les dé"	"5717-5722"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"sibles des nouveaux"	"colzas"	"colza"	". Petit coléoptère ("	"5838-5844"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colzas"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"tes Dès la levée du"	"colza"	"colza"	", installez votre cu"	"6162-6167"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"ions sur la fiche """	"COLZA"	"colza"	": gagner la course"	"7353-7358"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=COLZA"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"s pucerons verts du"	"pêcher"	"pêcher"	"(Myzus persicae) so"	"7598-7604"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pechers, skos-prefLabel=pêcher, form=pêcher"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"yenne. La pyrale du"	"maïs"	"maïs"	"reste le principal"	"9364-9368"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Mais, skos-prefLabel=maïs, form=maïs"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"ection des pieds de"	"maïs"	"maïs"	": 5 pieds dans 5 zo"	"9972-9976"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Mais, skos-prefLabel=maïs, form=maïs"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"uvrir les cannes de"	"maïs"	"maïs"	"jusqu'au collet, mê"	"11191-11195"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Mais, skos-prefLabel=maïs, form=maïs"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"'au collet, même en"	"maïs ensilage"	"maïs fourrage"	"CAPDL RÉSEAU DE SU"	"11221-11234"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Mais_fourrage, skos-prefLabel=maïs fourrage, form=maïs ensilage"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"'au collet, même en"	"maïs"	"maïs"	"ensilage CAPDL RÉS"	"11221-11225"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Mais, skos-prefLabel=maïs, form=maïs"
"20180911_bsv_grandes_cultures-26_cle0f15a8"	"html"	"12959"	"ollet, même en maïs"	"ensilage"	"fourrage annuel"	"CAPDL RÉSEAU DE SU"	"11226-11234"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Fourrages_annuels, skos-prefLabel=fourrage annuel, form=ensilage"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"ACTUALITÉS"	"Colza"	"colza"	"Vol des grosses alt"	"13-18"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=Colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"ves sont observées."	"Céréales à paille"	"céréale à paille"	"Ne pas semez trop t"	"124-141"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=Céréales à paille"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"ves sont observées."	"Céréales"	"céréale"	"à paille Ne pas sem"	"124-132"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales, skos-prefLabel=céréale, form=Céréales"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"servées. Céréales à"	"paille"	"céréale à paille"	"Ne pas semez trop t"	"135-141"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=paille"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"URSEURS DE RISQUES"	"Colza"	"colza"	"Petites altises : à"	"384-389"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=Colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"s avec repousses de"	"colza"	"colza"	"Grosses altises : P"	"451-456"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"ion 18 parcelles de"	"colza"	"colza"	"sont renseignées ce"	"1270-1275"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"es des parcelles de"	"colza"	"colza"	"du réseau(en % du t"	"1895-1900"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"tal de parcelles de"	"colza"	"colza"	"observées) sem 39 s"	"1941-1946"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"es parcelles où les"	"colzas"	"colza"	"sont hétérogènes (c"	"2378-2384"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colzas"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"s sont hétérogènes ("	"colzas"	"colza"	"à moins de 3 feuill"	"2403-2409"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colzas"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"parcelles avec des"	"colzas"	"colza"	"à moins de 3 feuill"	"2585-2591"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colzas"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"amique de pousse du"	"colza"	"colza"	". Petite altise ou"	"3482-3487"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"ec des repousses de"	"colza"	"colza"	"à proximité Observa"	"3570-3575"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"être vues dans les"	"colzas"	"colza"	"à l'occasion de la"	"3944-3950"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colzas"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"tises et dégâts sur"	"colza"	"colza"	"Il est préférable d"	"4084-4089"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"re les repousses de"	"colza"	"colza"	"pendant la période"	"4144-4149"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"période de levée du"	"colza"	"colza"	"pour limiter les dé"	"4181-4186"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"sibles des nouveaux"	"colzas"	"colza"	". Période de risque"	"4302-4308"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colzas"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"se d'hiver Pour les"	"colzas"	"colza"	"à moins de 4 feuill"	"4613-4619"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colzas"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"es parcelles où les"	"colzas"	"colza"	"sont à moins de 4 f"	"5276-5282"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colzas"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"s où les stades des"	"colzas"	"colza"	"sont hétérogènes. P"	"5353-5359"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colzas"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"ions sur la fiche """	"COLZA"	"colza"	": gagner la course"	"5976-5981"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=COLZA"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"s pucerons verts du"	"pêcher"	"pêcher"	"(Myzus persicae) so"	"6301-6307"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pechers, skos-prefLabel=pêcher, form=pêcher"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"tes Dès la levée du"	"colza"	"colza"	", installez votre cu"	"8081-8086"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"RE 2018 C ÉRÉALES À"	"PAILLE"	"céréale à paille"	"So mm air e Ne pas"	"8666-8672"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=PAILLE"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"ucerons à l'automne"	"Orge"	"orge"	": Les variétés Orge"	"9026-9030"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Orges, skos-prefLabel=orge, form=Orge"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"Orge : Les variétés"	"Orge"	"orge"	"tolérantes à la JNO"	"9046-9050"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Orges, skos-prefLabel=orge, form=Orge"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"ant le 20 octobre !"	"Blé tendre"	"blé tendre"	"Absence de variétés"	"9169-9179"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Bles_tendres, skos-prefLabel=blé tendre, form=Blé tendre"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"ant le 20 octobre !"	"Blé"	"blé"	"tendre Absence de v"	"9169-9172"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Bles, skos-prefLabel=blé, form=Blé"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"ns les parcelles de"	"céréales"	"céréale"	"Gérer les adventice"	"9560-9568"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales, skos-prefLabel=céréale, form=céréales"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"st bien adaptée aux"	"céréales à paille"	"céréale à paille"	": décaler la date d"	"9881-9898"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=céréales à paille"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"st bien adaptée aux"	"céréales"	"céréale"	"à paille : décaler"	"9881-9889"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales, skos-prefLabel=céréale, form=céréales"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"ptée aux céréales à"	"paille"	"céréale à paille"	": décaler la date d"	"9892-9898"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=paille"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"RE 2018 C ÉRÉALES À"	"PAILLE"	"céréale à paille"	"(suite) So mm air e"	"10800-10806"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=PAILLE"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"superficielle Folle"	"avoine"	"avoine"	"Septembre-octobre e"	"10957-10963"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Avoines, skos-prefLabel=avoine, form=avoine"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"t-mai superficielle"	"Ray-grass"	"ray-grass"	"Août-octobre et fév"	"11086-11095"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Ray_grass, skos-prefLabel=ray-grass, form=Ray-grass"
"20181002_bsv_grandes_cultures_29_cle0423a6"	"html"	"12771"	"évrier-mars moyenne"	"Géraniums"	"géranium"	"Août-octobre moyenn"	"11326-11335"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Geraniums, skos-prefLabel=géranium, form=Géraniums"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"URSEURS DE RISQUES"	"Céréales à paille"	"céréale à paille"	"Surveillez les lima"	"226-243"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=Céréales à paille"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"URSEURS DE RISQUES"	"Céréales"	"céréale"	"à paille Surveillez"	"226-234"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales, skos-prefLabel=céréale, form=Céréales"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"RISQUES Céréales à"	"paille"	"céréale à paille"	"Surveillez les lima"	"237-243"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=paille"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"ces et les pucerons"	"Colza"	"colza"	"Colza Observez et c"	"283-288"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=Colza"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"les pucerons Colza"	"Colza"	"colza"	"Observez et comptab"	"289-294"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=Colza"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"bourgeon terminal :"	"Lin oléagineux"	"lin oléagineux"	"hiver Risque altise"	"469-483"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins_oleagineux, skos-prefLabel=lin oléagineux, form=Lin oléagineux"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"bourgeon terminal :"	"Lin"	"lin"	"oléagineux hiver Ri"	"469-472"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=Lin"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"geon terminal : Lin"	"oléagineux"	"oléagineux"	"hiver Risque altise"	"473-483"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Oleagineux, skos-prefLabel=oléagineux, form=oléagineux"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"les avec des petits"	"colzas"	"colza"	"et où les captures"	"573-579"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colzas"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"Pucerons : Pour les"	"colzas"	"colza"	"à moins de 7 feuill"	"638-644"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colzas"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"7 feuilles Enquête"	"Tournesol"	"tournesol"	"et oiseaux Céréales"	"675-684"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, match=conj, form=Tournesol"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"ournesol et oiseaux"	"Céréales à paille"	"céréale à paille"	"Limaces : à surveil"	"696-713"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=Céréales à paille"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"ournesol et oiseaux"	"Céréales"	"céréale"	"à paille Limaces :"	"696-704"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales, skos-prefLabel=céréale, form=Céréales"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"oiseaux Céréales à"	"paille"	"céréale à paille"	"Limaces : à surveil"	"707-713"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=paille"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"RE 2018 C ÉRÉALES À"	"PAILLE"	"céréale à paille"	"So mm air e 26 parc"	"1588-1594"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=PAILLE"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"r e 26 parcelles de"	"Céréales à paille"	"céréale à paille"	"sont renseignées ce"	"1623-1640"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=Céréales à paille"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"r e 26 parcelles de"	"Céréales"	"céréale"	"à paille sont rense"	"1623-1631"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales, skos-prefLabel=céréale, form=Céréales"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"elles de Céréales à"	"paille"	"céréale à paille"	"sont renseignées ce"	"1634-1640"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=paille"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"he et 8 Vendée. 18"	"blés tendres"	"blé tendre"	", 5 orges et 3 triti"	"1770-1782"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Bles_tendres, skos-prefLabel=blé tendre, form=blés tendres"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"he et 8 Vendée. 18"	"blés"	"blé"	"tendres, 5 orges et"	"1770-1774"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Bles, skos-prefLabel=blé, form=blés"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"es des parcelles de"	"céréales"	"céréale"	"du réseau(en % du t"	"2178-2186"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales, skos-prefLabel=céréale, form=céréales"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"tal de parcelles de"	"céréales"	"céréale"	"observées) sem 44 s"	"2227-2235"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales, skos-prefLabel=céréale, form=céréales"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"elles (2 orges et 6"	"blés"	"blé"	") avec 1 à 70 % de p"	"6046-6050"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Bles, skos-prefLabel=blé, form=blés"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"ucerons (exemple du"	"colza"	"colza"	") Ma santé : manipu"	"6517-6522"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"de 1 feuille de la"	"céréale"	"céréale"	". Seuil de risque À"	"7997-8004"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales, skos-prefLabel=céréale, form=céréale"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"ailé et aptères sur"	"Blé"	"blé"	". RÉSEAU DE SURVEIL"	"8249-8252"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Bles, skos-prefLabel=blé, form=Blé"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"ion 23 parcelles de"	"colza"	"colza"	"sont renseignées ce"	"8435-8440"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"es des parcelles de"	"colza"	"colza"	"du réseau(en % du t"	"8728-8733"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"tal de parcelles de"	"colza"	"colza"	"observées) sem 44 s"	"8774-8779"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"20181106_bsv_grandes_cultures_34_cle08159b"	"html"	"22081"	"euilles vraies (B7)"	"Rosette"	"mâche"	"(9 feuilles et plus"	"9013-9020"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Maches, skos-prefLabel=mâche, form=Rosette"
