"bsv"	"type"	"number of words"	"html tag"	"context before"	"form"	"lemma"	"prefLabel"	"context after"	"location"	"features"
"20190516_BSV_grandes_cultures_Rhone-Alpes_N_13_cle4cc4d2"	"html"	"4421"	"P."	"lture précédente au"	"sol, maïs"	"sol , maïs"	""	"ou sorgho, souvent"	"13599-13608"	"type=N_PUN_N, match=fcu, form=sol, maïs"
"20190522_LOR_BSV_Grandes_Cultures_cle8b3b61"	"html"	"5115"	"P."	"de la culture Cette"	"semaine, les stades des blés"	"semaine , le stade du blé"	""	"s'étalent de 3 nœud"	"2869-2897"	"type=N_PUN_N, match=fcu, form=semaine, les stades des blés"
"20190522_LOR_BSV_Grandes_Cultures_cle8b3b61"	"html"	"5115"	"P."	"a dans la rotation ("	"colza, tournesol, soja, pois"	"colza , tournesol , soja , pois"	""	")- Les attaques rec"	"9837-9865"	"type=N_PUN_N, match=fcu, form=colza, tournesol, soja, pois"
"20190710_LOR_BSV_Grandes_Cultures_cle8d764a"	"html"	"1499"	"P."	"de la culture Cette"	"semaine, les maïs"	"semaine , le maïs"	""	"sont compris entre"	"517-534"	"type=N_PUN_N, match=fcu, form=semaine, les maïs"
"20190730_bsv_grandes_cultures_cle879378"	"html"	"3399"	"P."	"de surveillance du"	"mildiou du tournesol, la maladie"	"mildiou du tournesol , le maladie"	""	"a été observée en V"	"9859-9891"	"type=N_PUN_N, match=fcu, form=mildiou du tournesol, la maladie"
"20190730_bsv_grandes_cultures_cle879378"	"html"	"3399"	"P."	"tales/2016 brochure"	"colza et altises"	"colza et altise"	""	"hiver.pdf Des analy"	"15863-15879"	"type=N_KON_N, match=fcu, form=colza et altises"
"20190919_BSV_grandes_cultures_Rhone-Alpes_N24_cle03fa8f"	"html"	"1619"	"P."	"e faible vitesse de"	"développement des colzas, le seuil de nuisibilité"	"développement du colza , le seuil de nuisibilité"	""	"est abaissé à 3 pla"	"2281-2330"	"type=N_PUN_N, match=fcu, form=développement des colzas, le seuil de nuisibilité"
"20191002_BSV_grandes_cultures_Auvergne_N27_cle0fb714"	"html"	"1631"	"P."	"e faible vitesse de"	"développement des colzas, le seuil de nuisibilité"	"développement du colza , le seuil de nuisibilité"	""	"est abaissé à 3 pla"	"2442-2491"	"type=N_PUN_N, match=fcu, form=développement des colzas, le seuil de nuisibilité"
"20191114_BSV_grandes_cultures_Rhone-Alpes_N32_cle05361b"	"html"	"3023"	"P."	"'entrée de l'hiver."	"La couleur du colza, la qualité de l'enracinement et la disponibilité"	"le couleur du colza , le qualité de l'enracinement et le disponibilité"	""	"en azote permettent"	"6970-7039"	"type=N_PUN_N_KON_N, match=fcu, form=La couleur du colza, la qualité de l'enracinement et la disponibilité"
"BSV-GC-n__33-01102019_cle41f418"	"html"	"1698"	"H2."	"de lutte. Limaces:"	"Colzas, pucerons"	"colza , puceron"	""	"verts (C.GAZET CA59"	"5049-5065"	"type=N_PUN_N, match=fcu, form=Colzas, pucerons"
"BSV-GC-n__33-01102019_cle41f418"	"html"	"1698"	"P. SMALL."	"dans une parcelle."	"Colza, larve de teigne"	"colza , larve de teigne"	""	"des crucifères (C."	"6259-6281"	"type=N_PUN_N, match=fcu, form=Colza, larve de teigne"
"BSV-GC-n__33-01102019_cle41f418"	"html"	"1698"	"P. SMALL."	"res (C. GAZET CA59-"	"Colza, mouche du chou"	"colza , mouche du chou"	""	"as3cot (F. CARLIER"	"6313-6334"	"type=N_PUN_N, match=fcu, form=Colza, mouche du chou"
"BSV-GC-n__36-22102019_cle43a7f1"	"html"	"2030"	"P."	": Cette semaine, 26"	"parcelles de blé et d'orge"	"parcelle de blé et d'orge"	""	"d'hiver ont été obs"	"361-387"	"type=N_KON_N, match=fcu, form=parcelles de blé et d'orge"
"BSV-GC-n__36-22102019_cle43a7f1"	"html"	"2030"	"P."	"ngluées relevées en"	"blé et escourgeon"	"blé et escourgeon"	""	", nous observons 1,"	"1301-1318"	"type=N_KON_N, match=fcu, form=blé et escourgeon"
"BSV-GC-n__36-22102019_cle43a7f1"	"html"	"2030"	"P."	"engluées relevées ("	"blé et orge"	"blé et orge"	""	") : 9 présentent des"	"2080-2091"	"type=N_KON_N, match=fcu, form=blé et orge"
"BSV-GC-n__36-22102019_cle43a7f1"	"html"	"2030"	"P. SMALL."	"ioles des feuilles."	"Colza, stade"	"colza , stade"	""	"10 feuilles (M. ROU"	"4968-4980"	"type=N_PUN_N, match=fcu, form=Colza, stade"
"BSV-GC-n__36-22102019_cle43a7f1"	"html"	"2030"	"P. SMALL."	"e (C.GAZET CA59-62)"	"Colza, larves"	"colza , larve"	""	"d'altise à différen"	"6637-6650"	"type=N_PUN_N, match=fcu, form=Colza, larves"
"BSV-GC-n__36-22102019_cle43a7f1"	"html"	"2030"	"P. SMALL."	"dans une parcelle."	"Colza, larve de tenthrède et dégâts"	"colza , larve de tenthrède et dégât"	""	"sur feuille(H. GOSS"	"7780-7815"	"type=N_PUN_N_KON_N, match=fcu, form=Colza, larve de tenthrède et dégâts"
"BSV-GC-n__36-22102019_cle43a7f1"	"html"	"2030"	"P. SMALL."	"de GORRE CA59-62)"	"Colza, macules de Phoma"	"colza , macule de Phoma"	""	"(H. GOSSE de GORRE"	"7856-7879"	"type=N_PUN_N, match=fcu, form=Colza, macules de Phoma"
"BSV_07-48_cereales_Normandie_2020_cle8d6d3f"	"html"	"1472"	"P."	"o o La majorité des"	"parcelles de blé et d'orge"	"parcelle de blé et d'orge"	""	"semées sont entre l"	"63-89"	"type=N_KON_N, match=fcu, form=parcelles de blé et d'orge"
"BSV_07-48_cereales_Normandie_2020_cle8d6d3f"	"html"	"1472"	"P."	"entre la période de"	"sensibilité de la céréale et la période"	"sensibilité de le céréale et le période"	""	"d'activité des cica"	"2350-2389"	"type=N_KON_N, match=fcu, form=sensibilité de la céréale et la période"
"BSV_19-19_cereales_Normandie_2019_cle8dba8a"	"html"	"2899"	"P."	"arfois atteint. Sur"	"orge, la pression"	"orge , le pression"	""	"rhynchosporiose est"	"889-906"	"type=N_PUN_N, match=fcu, form=orge, la pression"
"BSV_27-29_cereales_Normandie_2019_cle8e5177"	"html"	"416"	"P."	"lle avec historique"	"dégâts, maïs"	"dégât , maïs"	""	"/maïs, mauvaise gest"	"1899-1911"	"type=N_PUN_N, match=fcu, form=dégâts, maïs"
"BSV_Colza_no01-20fev_cle091791"	"html"	"1620"	"P."	"ement des premières"	"captures et la présence de colza"	"capture et le présence de colza"	""	"aux tiges principal"	"2635-2667"	"type=N_KON_N, match=fcu, form=captures et la présence de colza"
"BSV_Colza_no01-20fev_cle091791"	"html"	"1620"	"P."	"st conditionnée par"	"l'état du colza et la dynamique de croissance"	"l'état du colza et le dynamique de croissance"	""	"des tiges. Photo F."	"3304-3349"	"type=N_KON_N, match=fcu, form=l'état du colza et la dynamique de croissance"
"BSV_Colza_no17-02oct2019_cle8cb181"	"html"	"2022"	"P."	"lon les situations ("	"état du colza et dynamique de pousse"	"état du colza et dynamique de pousse"	""	"). Le risque limace"	"630-666"	"type=N_KON_N, match=fcu, form=état du colza et dynamique de pousse"
"BSV_GC_NA_Limousin_02_20190305_cle077475"	"html"	"2081"	"H2."	"DON64 Piétin verse ("	"Blé et triticale"	"blé et triticale"	""	") L'estimation du ri"	"7525-7541"	"type=N_KON_N, match=fcu, form=Blé et triticale"
"BSV_GC_NA_Limousin_13_20190521_cle0cb17e"	"html"	"3386"	"P."	"Fusariose des épis ("	"Blé et triticale"	"blé et triticale"	""	") : vigilance à l'ap"	"2113-2129"	"type=N_KON_N, match=fcu, form=Blé et triticale"
"BSV_GC_NA_Limousin_13_20190521_cle0cb17e"	"html"	"3386"	"P."	"s (Fiche technique)"	"Les blés et triticale"	"le blé et triticale"	""	"entrent dans la pér"	"13091-13112"	"type=N_KON_N, match=fcu, form=Les blés et triticale"
"BSV_GC_NA_Limousin_13_20190521_cle0cb17e"	"html"	"3386"	"P."	"pour le blé tendre"	"d'hiver et le triticale"	"d'hiver et le triticale"	""	": Bulletin de Santé"	"13678-13701"	"type=N_KON_N, match=fcu, form=d'hiver et le triticale"
"BSV_GC_NA_Limousin_17_20190730_cle0fa494"	"html"	"2942"	"P."	"ition des premières"	"fleurs, la nuisibilité"	"fleur , le nuisibilité"	""	"peut s'avérer impor"	"8425-8447"	"type=N_PUN_N, match=fcu, form=fleurs, la nuisibilité"
"BSV_GC_NA_Limousin_17_20190730_cle0fa494"	"html"	"2942"	"P."	"ue, semer tôt : sur"	"colza, les semis"	"colza , le semis"	""	"tardifs sont généra"	"12527-12543"	"type=N_PUN_N, match=fcu, form=colza, les semis"
"BSV_GC_NA_Limousin_17_20190730_cle0fa494"	"html"	"2942"	"P."	"le. A partir de 3-4"	"feuilles, le colza"	"feuille , le colza"	""	"entre dans une dyna"	"15133-15151"	"type=N_PUN_N, match=fcu, form=feuilles, le colza"
"BSV_GC_NA_Limousin_31_20191126_cle074695"	"html"	"2926"	"P."	"t rares. Rotation à"	"base de colza, céréales et fourrages"	"base de colza , céréale et fourrage"	""	": offrant nourritur"	"13510-13546"	"type=N_PUN_N_KON_N, match=fcu, form=base de colza, céréales et fourrages"
"BSV_GC_n_01_du_28_aout_2018_cle098cfb"	"html"	"2074"	"H2."	"p 02 Tournesol p 07"	"Tournesol et colza"	"tournesol et colza"	""	"Soja p 08 Début de"	"438-456"	"type=N_KON_N, match=fcu, form=Tournesol et colza"
"BSV_GC_n_01_du_28_aout_2018_cle098cfb"	"html"	"2074"	"FIGURE. FIGCAPTION."	"ne, semis du 16/08,"	"Colza, apparition"	"colza , apparition"	""	"de la 2ème feuille,"	"2495-2512"	"type=N_PUN_N, match=fcu, form=Colza, apparition"
"BSV_GC_n_19_du_26_03_19_cle8bda1e"	"html"	"3834"	"H3."	"er : Blé p. 6 Orges"	"d'hiver et escourgeons"	"d'hiver et escourgeon"	""	"p. 11 La pression d"	"361-383"	"type=N_KON_N, match=fcu, form=d'hiver et escourgeons"
"BSV_GC_n_19_du_26_03_19_cle8bda1e"	"html"	"3834"	"P."	"ition des premières"	"fleurs, les méligèthes"	"fleur , le méligèthes"	""	"délaissent les bout"	"4060-4082"	"type=N_PUN_N, match=fcu, form=fleurs, les méligèthes"
"BSV_GC_n_19_du_26_03_19_cle8bda1e"	"html"	"3834"	"P."	"ions brun foncé sur"	"les feuilles et les gousses"	"le feuille et le gousse"	""	". Elle est favorisée"	"18177-18204"	"type=N_KON_N, match=fcu, form=les feuilles et les gousses"
"BSV_GC_n_1_du_27_08_19_cle0c116a"	"html"	"2393"	"P."	"te semaine : Colza"	"Semis et levées de colza"	"semis et levée de colza"	""	"perturbés une fois"	"112-136"	"type=N_KON_N, match=fcu, form=Semis et levées de colza"
"BSV_GC_n_1_du_27_08_19_cle0c116a"	"html"	"2393"	"P."	"té, dans les autres"	"cultures(tournesol, sorgho"	"cultures(tournesol , sorgho"	""	", ) sans préjudice,"	"8234-8260"	"type=N_PUN_N, match=fcu, form=cultures(tournesol, sorgho"
"BSV_GC_n_27_du_21_05_19_cle8d148f"	"html"	"4993"	"H3."	"fin février : Orges"	"d'hiver et escourgeons"	"d'hiver et escourgeon"	""	"p. 9 Le risque mal"	"1377-1399"	"type=N_KON_N, match=fcu, form=d'hiver et escourgeons"
"BSV_GC_n_27_du_21_05_19_cle8d148f"	"html"	"4993"	"FIGURE. FIGCAPTION."	". Puceron vert dans"	"pois de printemps, E"	"pois de printemps , E"	""	". Bizot (CA89) Analy"	"17134-17154"	"type=N_PUN_N, match=fcu, form=pois de printemps, E"
"BSV_GC_n_27_du_21_05_19_cle8d148f"	"html"	"4993"	"FIGURE. FIGCAPTION."	"n. Altise sur jeune"	"tournesol, E"	"tournesol , E"	""	". Joudelat (CA89) Am"	"19504-19516"	"type=N_PUN_N, match=fcu, form=tournesol, E"
"BSV_GC_n_27_du_21_05_19_cle8d148f"	"html"	"4993"	"P."	"ures à risque comme"	"tournesol et soja"	"tournesol et soja"	""	"), déchaumage et fau"	"20593-20610"	"type=N_KON_N, match=fcu, form=tournesol et soja"
"BSV_GC_n_27_du_21_05_19_cle8d148f"	"html"	"4993"	"H1."	"ritoire de Belfort."	"Stade et état du maïs"	"stade et état du maïs"	""	"Le réchauffement pr"	"21309-21330"	"type=N_KON_N, match=fcu, form=Stade et état du maïs"
"BSV_GC_n_33_du_2_07_19_cle0b813e"	"html"	"2677"	"P."	"ures à risque comme"	"tournesol et soja"	"tournesol et soja"	""	"), déchaumage et fau"	"3239-3256"	"type=N_KON_N, match=fcu, form=tournesol et soja"
"BSV_GC_n_33_du_2_07_19_cle0b813e"	"html"	"2677"	"H2."	"ritoire de Belfort."	"Stade et état du maïs"	"stade et état du maïs"	""	"La majorité des par"	"4012-4033"	"type=N_KON_N, match=fcu, form=Stade et état du maïs"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	"html"	"4231"	"P."	"rties des plantes :"	"tiges, pétioles, gousses"	"tige , pétiole , gousse"	""	". En cas d'attaques"	"20695-20719"	"type=N_PUN_N, match=fcu, form=tiges, pétioles, gousses"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	"html"	"4231"	"P."	", les galeries dans"	"les gousses, les grains de flageolet"	"le gousse , le grain de flageolet"	""	"grignotés et la pré"	"20873-20909"	"type=N_PUN_N, match=fcu, form=les gousses, les grains de flageolet"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	"html"	"4231"	"P."	"lle. Les précédents"	"maïs et la proximité de cultures"	"maïs et le proximité de culture"	""	"de maïs sont des fa"	"21007-21039"	"type=N_KON_N, match=fcu, form=maïs et la proximité de cultures"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	"html"	"4231"	"P. SMALL."	"NT Pomme de terre :"	"MILEOS et Oignon"	"MILEOS et oignon"	""	": MILONI : FREDON I"	"24251-24267"	"type=N_KON_N, match=fcu, form=MILEOS et Oignon"
"BSV_GRANDES_CULTURES_2019_No21_cle091311"	"html"	"4231"	"P. SMALL."	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"arboriculture , maraîchage , pépinière"	""	"horticulture. Pour"	"24693-24729"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage, pépinière"
"BSV_GRANDES_CULTURES_2019_No24_cle0c9cf1"	"html"	"3034"	"P."	"NT Pomme de terre :"	"MILEOS et Oignon"	"MILEOS et oignon"	""	": MILONI : FREDON I"	"15934-15950"	"type=N_KON_N, match=fcu, form=MILEOS et Oignon"
"BSV_GRANDES_CULTURES_2019_No24_cle0c9cf1"	"html"	"3034"	"P."	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"arboriculture , maraîchage , pépinière"	""	"horticulture. Pour"	"16376-16412"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage, pépinière"
"BSV_GRANDES_CULTURES_2019_No36_cle02e122"	"html"	"3241"	"FIGURE. FIGCAPTION."	"premiers dégâts en"	"parcelle de colza et interculture"	"parcelle de colza et interculture"	""	"/ repousses . COLZA"	"1164-1197"	"type=N_KON_N, match=fcu, form=parcelle de colza et interculture"
"BSV_GRANDES_CULTURES_2019_No36_cle02e122"	"html"	"3241"	"P."	"ur 2 sites. D'autre"	"part, les arrachages de betteraves"	"part , le arrachage de betterave"	""	"sont en cours et ce"	"14995-15029"	"type=N_PUN_N, match=fcu, form=part, les arrachages de betteraves"
"BSV_GRANDES_CULTURES_2019_No7_cle8446d7"	"html"	"3098"	"P."	"NT Pomme de terre :"	"MILEOS et Oignon"	"MILEOS et oignon"	""	": MILONI : FREDON I"	"15768-15784"	"type=N_KON_N, match=fcu, form=MILEOS et Oignon"
"BSV_GRANDES_CULTURES_2019_No7_cle8446d7"	"html"	"3098"	"P."	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"arboriculture , maraîchage , pépinière"	""	"horticulture, JEVI."	"16210-16246"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage, pépinière"
"BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e"	"html"	"2359"	"P."	"qui viennent. A ce"	"jour, les parcelles de colza"	"jour , le parcelle de colza"	""	"du Sud-Ouest sont t"	"4315-4343"	"type=N_PUN_N, match=fcu, form=jour, les parcelles de colza"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"html"	"6051"	"P. SMALL."	"délégués Céréales à"	"paille et Maïs"	"paille et maïs"	""	"Sandrine REGALDO et"	"459-473"	"type=N_KON_N, match=fcu, form=paille et Maïs"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"html"	"6051"	"P."	"es sont toujours en"	"fleur et le remplissage des siliques"	"fleur et le remplissage du silique"	""	"démarre. Localement"	"4919-4955"	"type=N_KON_N, match=fcu, form=fleur et le remplissage des siliques"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"html"	"6051"	"P."	"d de vallée humide,"	"présence de pailles, sol"	"présence de paille , sol"	""	"motteux ) et plus p"	"29298-29322"	"type=N_PUN_N, match=fcu, form=présence de pailles, sol"
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	"html"	"2692"	"P. SMALL."	"délégués Céréales à"	"paille et Maïs"	"paille et maïs"	""	"Sandrine REGALDO et"	"603-617"	"type=N_KON_N, match=fcu, form=paille et Maïs"
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	"html"	"2692"	"P."	". Limaces Au vu des"	"stades du maïs, les attaques"	"stade du maïs , le attaque"	""	"de ce ravageur sont"	"2543-2571"	"type=N_PUN_N, match=fcu, form=stades du maïs, les attaques"
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	"html"	"2692"	"P."	"essentiellement sur"	"l'implication des producteurs et techniciens du maïs"	"l'implication du producteur et technicien du maïs"	""	"qui assureront l'ob"	"9124-9176"	"type=N_KON_N, match=fcu, form=l'implication des producteurs et techniciens du maïs"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"html"	"2695"	"P. SMALL."	"délégués Céréales à"	"paille et Maïs"	"paille et maïs"	""	"Sandrine REGALDO et"	"428-442"	"type=N_KON_N, match=fcu, form=paille et Maïs"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"html"	"2695"	"FIGURE. FIGCAPTION."	"rphe, Terre rouge à"	"châtaigniers, Limon"	"châtaignier , limon"	""	"argileux profond as"	"10285-10304"	"type=N_PUN_N, match=fcu, form=châtaigniers, Limon"
"BSV_PDT_03_du_19_05_15_cle091415"	"html"	"662"	"P."	"innoculum primaire."	"Les pommes de terre, lorsqu'elles"	"le pomme de terre , lorsqu'elles"	""	"vont se développer"	"1242-1275"	"type=N_PUN_N, match=fcu, form=Les pommes de terre, lorsqu'elles"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"html"	"3898"	"FIGURE. FIGCAPTION."	"microclimat humide ("	"colza, trèfle, repousses de céréales"	"colza , trèfle , repousse de céréale"	""	"...) Le travail du s"	"10379-10415"	"type=N_PUN_N, match=fcu, form=colza, trèfle, repousses de céréales"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"html"	"3898"	"FIGURE. FIGCAPTION."	"ants. Symptômes Sur"	"escourgeon, orges"	"escourgeon , orges"	""	"d'hiver et de print"	"14696-14713"	"type=N_PUN_N, match=fcu, form=escourgeon, orges"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"html"	"3898"	"P."	"s rotations avec du"	"colza, céréales"	"colza , céréale"	""	"et fourrages leurs"	"16577-16592"	"type=N_PUN_N, match=fcu, form=colza, céréales"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"html"	"3898"	"P."	"s moins appétentes ("	"moutarde, phacélie"	"moutarde , phacélie"	""	"). Symptômes Au-delà"	"17388-17406"	"type=N_PUN_N, match=fcu, form=moutarde, phacélie"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"html"	"3929"	"FIGURE. FIGCAPTION."	"microclimat humide ("	"colza, trèfle, repousses de céréales"	"colza , trèfle , repousse de céréale"	""	"...) PREVISIONS Les"	"10750-10786"	"type=N_PUN_N, match=fcu, form=colza, trèfle, repousses de céréales"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"html"	"3929"	"FIGURE. FIGCAPTION."	"ants. Symptômes Sur"	"escourgeon, orges"	"escourgeon , orges"	""	"d'hiver et de print"	"14782-14799"	"type=N_PUN_N, match=fcu, form=escourgeon, orges"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"html"	"3929"	"P."	"s rotations avec du"	"colza, céréales"	"colza , céréale"	""	"et fourrages leurs"	"16663-16678"	"type=N_PUN_N, match=fcu, form=colza, céréales"
"BSV_cereales_paille_06_du_26-11-19_cle81855b"	"html"	"3929"	"P."	"s moins appétentes ("	"moutarde, phacélie"	"moutarde , phacélie"	""	"). Symptômes Au-delà"	"17474-17492"	"type=N_PUN_N, match=fcu, form=moutarde, phacélie"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"html"	"9860"	"P."	"(retour fréquent de"	"blé, variété"	"blé , variété"	""	"sensible, milieu fa"	"3947-3959"	"type=N_PUN_N, match=fcu, form=blé, variété"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"html"	"9860"	"H3."	"e de façon fine des"	"résidus de maïs et sorgho"	"résidu de maïs et sorgho"	""	". Choix variétal. I"	"44924-44949"	"type=N_KON_N, match=fcu, form=résidus de maïs et sorgho"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"html"	"9860"	"H5."	"labour"	"Maïs, sorgho"	"maïs , sorgho"	""	"Grain Labou"	"46287-46299"	"type=N_PUN_N, match=fcu, form=Maïs, sorgho"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"html"	"9860"	"P."	"e reproduisant dans"	"le blé, le stock de cocons"	"le blé , le stock de cocon"	""	"du sol s'enrichit a"	"49260-49286"	"type=N_PUN_N, match=fcu, form=le blé, le stock de cocons"
"BSV_cereales_paille_15_du_16-04-19_cle81e145"	"html"	"9860"	"P."	"a phase sensible du"	"blé et la phase de ponte"	"blé et le phase de ponte"	""	"des femelles."	"49780-49804"	"type=N_KON_N, match=fcu, form=blé et la phase de ponte"
"BSV_no6_du_26-03-19_cle8da969"	"html"	"3819"	"P."	"s dans la rotation ("	"pois, luzerne, colza"	"pois , luzerne , colza"	""	", ). Une attention p"	"5856-5876"	"type=N_PUN_N, match=fcu, form=pois, luzerne, colza"
"BSV_no6_du_26-03-19_cle8da969"	"html"	"3819"	"P."	"es. A ces stades de"	"développement du blé, les symptômes"	"développement du blé , le symptôme"	""	"ne présentent pas d"	"11803-11838"	"type=N_PUN_N, match=fcu, form=développement du blé, les symptômes"
"BSV_no6_du_26-03-19_cle8da969"	"html"	"3819"	"P."	"um. A ces stades de"	"développement du blé, les symptômes"	"développement du blé , le symptôme"	""	"ne présentent pas d"	"12356-12391"	"type=N_PUN_N, match=fcu, form=développement du blé, les symptômes"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"html"	"2755"	"P."	"a dans la rotation ("	"colza, tournesol, soja, pois"	"colza , tournesol , soja , pois"	""	")Les attaques recen"	"2224-2252"	"type=N_PUN_N, match=fcu, form=colza, tournesol, soja, pois"
"alsace_gdes_cultures_no17_du_19-06-19_cle026e84"	"html"	"1847"	"P."	"rie (hétérogène) de"	"la fin de semaine, les stades des maïs"	"le fin de semaine , le stade du maïs"	""	"ont progressé. 2) P"	"1029-1067"	"type=N_PUN_N, match=fcu, form=la fin de semaine, les stades des maïs"
