"bsv"	"type"	"length"	"header"	"context before"	"form"	"lemma"	"prefLabel"	"context after"	"location"	"features"
"bsv_raisin_n12_18062019_cle8578dc"	"html"	"11763"	""	"i (0 à 50) 25 27 31"	"Stades BBCH (0 à 100)
69
71
75"	"stade BBCH ( @card@ à @card@ ) @card@ @card@ @card@"	""	"Descriptif des stad"	"3829-3859"	"type=BBCH_TABLEAU, canonical-form=BBCH 69, form=Stades BBCH (0 à 100)
69
71
75"
"bsv_raisin_n15_16072019_cle8c8617"	"html"	"9790"	""	"i (0 à 50) 31 32 33"	"Stades BBCH (0 à 100)
75
76
77"	"stade BBCH ( @card@ à @card@ ) @card@ @card@ @card@"	""	"Descriptif des stad"	"1347-1377"	"type=BBCH_TABLEAU, canonical-form=BBCH 76, form=Stades BBCH (0 à 100)
75
76
77"
"bsv_raisin_n15_16072019_cle8c8617"	"html"	"9790"	""	"i (0 à 50) 31 32 33"	"Stades BBCH (0 à 100)
75
76
77"	"stade BBCH ( @card@ à @card@ ) @card@ @card@ @card@"	""	"Descriptif des stad"	"1347-1377"	"type=BBCH_TABLEAU, canonical-form=BBCH 77, form=Stades BBCH (0 à 100)
75
76
77"
"bsv_raisin_n15_16072019_cle8c8617"	"html"	"9790"	""	"i (0 à 50) 31 32 33"	"Stades BBCH (0 à 100)
75
76
77"	"stade BBCH ( @card@ à @card@ ) @card@ @card@ @card@"	""	"Descriptif des stad"	"1347-1377"	"type=BBCH_TABLEAU, canonical-form=BBCH 75, form=Stades BBCH (0 à 100)
75
76
77"
"bsv_viti_13_27_06_2019_cle07f426"	"html"	"13709"	""	"ntre fin floraison ("	"BBCH 69"	"BBCH @card@"	""	"80% de fleurs ouver"	"840-847"	"type=BBCH-DD, canonical-form=BBCH 69, form=BBCH 69"
"bsv_viti_13_27_06_2019_cle07f426"	"html"	"13709"	""	"ne entre les stades"	"BBCH-69 et 73"	"BBCH @card@ et @card@"	""	"(grains de plomb, b"	"1016-1029"	"type=BBCH_DD_KON_DD, canonical-form=BBCH 73, form=BBCH-69 et 73"
"bsv_viti_13_27_06_2019_cle07f426"	"html"	"13709"	""	"ne entre les stades"	"BBCH-69 et 73"	"BBCH @card@ et @card@"	""	"(grains de plomb, b"	"1016-1029"	"type=BBCH_DD_KON_DD, canonical-form=BBCH -69, form=BBCH-69 et 73"
"bsv_viti_13_27_06_2019_cle07f426"	"html"	"13709"	""	"nt presque au stade"	"BBCH-75"	"BBCH @card@"	""	"( petit-pois) mais"	"1168-1175"	"type=BBCH-DD, canonical-form=BBCH -75, form=BBCH-75"
"bsv_viti_14_04_07_2019-1_cle888dd3"	"html"	"15015"	""	"emaine prochaine. P"	"Stade 75 BBCH"	"stade @card@ BBCH"	""	"Pois : les grains o"	"1479-1492"	"type=STADE_DD_BBCH, canonical-form=BBCH 75, form=Stade 75 BBCH"
"bsv_viti_17_25_07_2019_cle0a86e1"	"html"	"14880"	""	"eture de la grappe ("	"BBCH 79"	"BBCH @card@"	""	") est acquis sur l'e"	"697-704"	"type=BBCH-DD, canonical-form=BBCH 79, form=BBCH 79"
"bsv_viti_3_18_04_2019_cle43e1c9"	"html"	"9190"	""	"-3 feuilles étalées"	"Stade 11 BBCH"	"stade @card@ BBCH"	""	"= stade 07 d'après"	"2086-2099"	"type=STADE_DD_BBCH, canonical-form=BBCH 11, form=Stade 11 BBCH"
"bsv_viti_lr_n03_16042019_cle82d51a"	"html"	"18234"	""	""" (stade 03 ou B ou"	"BBCH 05"	"BBCH @card@"	""	") dans les secteurs"	"2904-2911"	"type=BBCH-DD, canonical-form=BBCH 05, form=BBCH 05"
"bsv_viti_lr_n03_16042019_cle82d51a"	"html"	"18234"	""	""" (stade 15 ou G ou"	"BBCH 55"	"BBCH @card@"	""	") dans les parcelles"	"3023-3030"	"type=BBCH-DD, canonical-form=BBCH 55, form=BBCH 55"
"bsv_viti_lr_n03_16042019_cle82d51a"	"html"	"18234"	""	""" (stade 06 ou D ou"	"BBCH 10"	"BBCH @card@"	""	") et "" 2 ou 3 feuill"	"3175-3182"	"type=BBCH-DD, canonical-form=BBCH 10, form=BBCH 10"
"bsv_viti_lr_n03_16042019_cle82d51a"	"html"	"18234"	""	""" (stade 09 ou E ou"	"BBCH 12- 13"	"BBCH @card@"	""	"). Pyrénées-Orienta"	"3233-3244"	"type=BBCH-DD, canonical-form=BBCH 12- 13, form=BBCH 12- 13"
"bsv_viti_lr_n03_16042019_cle82d51a"	"html"	"18234"	""	""" (stade 17 ou H ou"	"BBCH 57"	"BBCH @card@"	""	"). 4 feuilles étalée"	"3441-3448"	"type=BBCH-DD, canonical-form=BBCH 57, form=BBCH 57"
"bsv_viti_lr_n03_16042019_cle82d51a"	"html"	"18234"	""	"talées(stade E-F ou"	"BBCH 14"	"BBCH @card@"	""	") BULLETIN DE SANTÉ"	"3483-3490"	"type=BBCH-DD, canonical-form=BBCH 14, form=BBCH 14"
"bsv_viti_lr_n03_16042019_cle82d51a"	"html"	"18234"	""	""" (stade 05 ou C ou"	"BBCH 09"	"BBCH @card@"	""	") dans la Vallée de"	"4725-4732"	"type=BBCH-DD, canonical-form=BBCH 09, form=BBCH 09"
"bsv_viti_lr_n03_16042019_cle82d51a"	"html"	"18234"	""	""" (stade 09 ou E ou"	"BBCH 12-13"	"BBCH @card@"	""	") dans le Minervois,"	"4842-4852"	"type=BBCH-DD, canonical-form=BBCH 12-13, form=BBCH 12-13"
"bsv_viti_lr_n03_16042019_cle82d51a"	"html"	"18234"	""	""" (stade 12 ou F ou"	"BBCH 14-53"	"BBCH @card@"	""	") dans le Biterrois."	"5027-5037"	"type=BBCH-DD, canonical-form=BBCH 14-53, form=BBCH 14-53"
"bsv_viti_lr_n03_16042019_cle82d51a"	"html"	"18234"	""	""" (stade 6 ou D ou"	"BBCH 10)"	"BBCH 10)"	""	") au (stade "" 2 ou 3"	"11501-11509"	"type=BBCH-DD-PAR, canonical-form=BBCH 10 , form=BBCH 10)"
"bsv_viti_lr_n03_16042019_cle82d51a"	"html"	"18234"	""	"""(stade 09 ou E ou"	"BBCH 12-13"	"BBCH @card@"	""	")) sont déterminante"	"11566-11576"	"type=BBCH-DD, canonical-form=BBCH 12-13, form=BBCH 12-13"
"bsv_viti_lr_n17_30072019_cle8cc4c8"	"html"	"25043"	""	""" (stade 33 ou L ou"	"BBCH 77"	"BBCH @card@"	""	"). dans les secteurs"	"5306-5313"	"type=BBCH-DD, canonical-form=BBCH 77, form=BBCH 77"
"bsv_viti_lr_n17_30072019_cle8cc4c8"	"html"	"25043"	""	"ison "" (stade 37 ou"	"BBCH 89"	"BBCH @card@"	""	") dans les parcelles"	"5400-5407"	"type=BBCH-DD, canonical-form=BBCH 89, form=BBCH 89"
"bsv_viti_lr_n17_30072019_cle8cc4c8"	"html"	"25043"	""	"aison ""(stade 35 ou"	"BBCH 81"	"BBCH @card@"	""	"). Stade "" mi vérais"	"5522-5529"	"type=BBCH-DD, canonical-form=BBCH 81, form=BBCH 81"
"bsv_viti_lr_n17_30072019_cle8cc4c8"	"html"	"25043"	""	""" (stade L ou 33 ou"	"BBCH 77"	"BBCH @card@"	""	") dans le Nord Montp"	"13771-13778"	"type=BBCH-DD, canonical-form=BBCH 77, form=BBCH 77"
"bsv_viti_lr_n17_30072019_cle8cc4c8"	"html"	"25043"	""	"ison "" (stade 35 ou"	"BBCH 81"	"BBCH @card@"	""	") dans toutes les au"	"13843-13850"	"type=BBCH-DD, canonical-form=BBCH 81, form=BBCH 81"
