"bsv"	"type"	"length"	"context before"	"form"	"prefLabel"	"context after"	"location"	"features"
"BSV_Olivier_20200902_N13_cle8395b6"	"html"	"8986"	"s Risque très élevé"	"Verger"	"arboriculture fruitière"	"moins sensible(non"	"4551-4557"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=Verger"
"BSV_Olivier_20200902_N13_cle8395b6"	"html"	"8986"	"riété tardive et de"	"petit"	"petit fruit"	"calibre, forte char"	"4608-4613"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=petit"
"BSV_Olivier_20200902_N13_cle8395b6"	"html"	"8986"	"situation de votre"	"verger"	"arboriculture fruitière"	". Maladies du feuill"	"4946-4952"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=verger"
"BSV_Olivier_20200902_N13_cle8395b6"	"html"	"8986"	"sent au sein de vos"	"vergers"	"arboriculture fruitière"	". Après la réalisati"	"5402-5409"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=vergers"
"BSV_Olivier_20200902_N13_cle8395b6"	"html"	"8986"	"es dans le Var. Ces"	"olives tombées au sol"	"olivier fruit à noyaux"	"se reconnaissent au"	"6411-6432"	"IRI=http://ontology.inrae.fr/frenchcropusage/Oliviers_fruits_noyaux, tomap-candidate-head=Olives, tomap-concept-synonym=olive verte, tomap-significant-head=Olives, tomap-classifier=head, similarity=0.2, skos-prefLabel=olivier fruit à noyaux, skos-prefLabel=olivier fruit à noyaux, skos-prefLabel=olivier fruit à noyaux, skos-prefLabel=olivier fruit à noyaux, skos-prefLabel=olivier fruit à noyaux, skos-prefLabel=olivier fruit à noyaux, skos-prefLabel=olivier fruit à noyaux, skos-prefLabel=olivier fruit à noyaux, form=olives tombées au sol"
"BSV_Olivier_20200902_N13_cle8395b6"	"html"	"8986"	"isation de certains"	"vergers"	"arboriculture fruitière"	"par Metcalfa pruino"	"7494-7501"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=vergers"
"BSV_Olivier_20200902_N13_cle8395b6"	"html"	"8986"	", ainsi que dans un"	"verger"	"arboriculture fruitière"	"situé dans le Var."	"7543-7549"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=verger"
"BSV_Olivier_20200902_N13_cle8395b6"	"html"	"8986"	"a présence dans vos"	"vergers de cochenille noire"	"jardin"	", de psylle ou de Me"	"7782-7809"	"IRI=http://ontology.inrae.fr/frenchcropusage/Jardins, tomap-candidate-head=vergers, tomap-concept-synonym=verger familial, tomap-significant-head=vergers, tomap-classifier=head, similarity=0.2, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, form=vergers de cochenille noire"
"BSV_Ornement_Normandie_n-09-2017_cle03389c"	"html"	"10580"	"tilleul. Page 1/5"	"Cultures ornementales"	"horticulture ornementale"	". BSV n°9. Jeudi 29"	"1682-1703"	"IRI=http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale, tomap-candidate-head=culture, tomap-concept-synonym=ornementale, tomap-significant-head=ornementales, tomap-classifier=head, similarity=1.0, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, form=Cultures ornementales"
"BSV_Ornement_Normandie_n-09-2017_cle03389c"	"html"	"10580"	"ssement concerné) :"	"Cultures ornementales"	"horticulture ornementale"	": En extérieur, un"	"2756-2777"	"IRI=http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale, tomap-candidate-head=culture, tomap-concept-synonym=ornementale, tomap-significant-head=ornementales, tomap-classifier=head, similarity=1.0, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, form=Cultures ornementales"
"BSV_Ornement_Normandie_n-09-2017_cle03389c"	"html"	"10580"	"s plants. Page 2/5"	"Cultures ornementales"	"horticulture ornementale"	". BSV n°9. Jeudi 29"	"4046-4067"	"IRI=http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale, tomap-candidate-head=culture, tomap-concept-synonym=ornementale, tomap-significant-head=ornementales, tomap-classifier=head, similarity=1.0, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, form=Cultures ornementales"
"BSV_Ornement_Normandie_n-09-2017_cle03389c"	"html"	"10580"	"ont été signalés en"	"fleurs"	"floriculture"	"coupées sur Alstrom"	"5222-5228"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-classifier=exact, similarity=1.0, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=fleurs"
"BSV_Ornement_Normandie_n-09-2017_cle03389c"	"html"	"10580"	"Puceron cendré sur"	"pommier"	"pommier"	"(forme aptère et ai"	"5649-5656"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommier"
"BSV_Ornement_Normandie_n-09-2017_cle03389c"	"html"	"10580"	"uceron lanigère sur"	"pommier d'ornement"	"attier"	"en conteneur : foye"	"5743-5761"	"IRI=http://ontology.inrae.fr/frenchcropusage/Attiers, tomap-candidate-head=Pommier, tomap-concept-synonym=pommier cannelle, tomap-significant-head=Pommier, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=attier, skos-prefLabel=attier, skos-prefLabel=attier, skos-prefLabel=attier, form=pommier d'ornement"
"BSV_Ornement_Normandie_n-09-2017_cle03389c"	"html"	"10580"	"REDON BN) Page 3/5"	"Cultures ornementales"	"horticulture ornementale"	". BSV n°9. Jeudi 29"	"6763-6784"	"IRI=http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale, tomap-candidate-head=culture, tomap-concept-synonym=ornementale, tomap-significant-head=ornementales, tomap-classifier=head, similarity=1.0, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, form=Cultures ornementales"
"BSV_Ornement_Normandie_n-09-2017_cle03389c"	"html"	"10580"	"ses sectionnées sur"	"pommier"	"pommier"	"(FREDON BN) Suivi p"	"7066-7073"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommier"
"BSV_Ornement_Normandie_n-09-2017_cle03389c"	"html"	"10580"	"sont observées sur"	"cerisiers"	"cerisier"	". Evolution à suivre"	"7468-7477"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=cerisiers"
"BSV_Ornement_Normandie_n-09-2017_cle03389c"	"html"	"10580"	"t été signalées sur"	"chêne"	"chêne"	"et amélanchier cult"	"8093-8098"	"IRI=http://ontology.inrae.fr/frenchcropusage/Chenes, tomap-classifier=exact, similarity=1.0, skos-prefLabel=chêne, skos-prefLabel=chêne, skos-prefLabel=chêne, skos-prefLabel=chêne, form=chêne"
"BSV_Ornement_Normandie_n-09-2017_cle03389c"	"html"	"10580"	"ppement . Page 4/5"	"Cultures ornementales"	"horticulture ornementale"	". BSV n°9. Jeudi 29"	"8549-8570"	"IRI=http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale, tomap-candidate-head=culture, tomap-concept-synonym=ornementale, tomap-significant-head=ornementales, tomap-classifier=head, similarity=1.0, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, form=Cultures ornementales"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"qu'il faut retenir"	"Fraise
Pucerons"	"fraisier"	": présents sur de n"	"933-948"	"IRI=http://ontology.inrae.fr/frenchcropusage/Fraisiers, tomap-candidate-head=fraise, tomap-concept-synonym=fraise sauvage, tomap-significant-head=fraise, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, form=Fraise
Pucerons"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"tis : à la base des"	"cœurs"	"palmier"	". Oïdium : inoculum"	"1137-1142"	"IRI=http://ontology.inrae.fr/frenchcropusage/Palmiers, tomap-candidate-head=cœur, tomap-concept-synonym=coeur de palmier, tomap-significant-head=cœur, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=palmier, skos-prefLabel=palmier, skos-prefLabel=palmier, form=cœurs"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"Nouvelle-Aquitaine"	"Petits"	"petit fruit"	"fruits N°01 du 14 j"	"1234-1240"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=Petits"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"4 janvier 2020 1/6"	"Fraises"	"fraisier"	"Les observations pe"	"1277-1284"	"IRI=http://ontology.inrae.fr/frenchcropusage/Fraisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, form=Fraises"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"rce : Nom latin Nom"	"commun"	"tournesol"	"Couleur Taille Cara"	"2477-2483"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tournesols, tomap-classifier=exact, similarity=1.0, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, form=commun"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"um Puceron jaune du"	"rosier
Jaunâtre à verdâtre
Vert jaunâtre"	"rosier odorant"	"ou vert 1,2 à 2,5 m"	"2664-2704"	"IRI=http://ontology.inrae.fr/frenchcropusage/Rosiers_parfum, tomap-candidate-head=Rosier, tomap-concept-synonym=rosier odorante, tomap-significant-head=Rosier, tomap-classifier=head, similarity=0.14285714285714285, skos-prefLabel=rosier odorant, skos-prefLabel=rosier odorant, form=rosier
Jaunâtre à verdâtre
Vert jaunâtre"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"Nouvelle-Aquitaine"	"Petits"	"petit fruit"	"fruits N°01 du 14 j"	"3337-3343"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=Petits"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"a digitale et de la"	"pomme de terre
Puceron jaune"	"pommier"	"du fraisier Blanc j"	"3462-3490"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-candidate-head=pomme, tomap-concept-synonym=pomme de table, tomap-significant-head=pomme, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pomme de terre
Puceron jaune"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"re Puceron jaune du"	"fraisier
Blanc jaunâtre"	"fraisier"	"pour les aptères, v"	"3494-3517"	"IRI=http://ontology.inrae.fr/frenchcropusage/Fraisiers, tomap-candidate-head=fraisier, tomap-concept-synonym=fraisiers jours courts, tomap-significant-head=fraisier, tomap-classifier=head, similarity=0.2, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, form=fraisier
Blanc jaunâtre"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"iae Puceron vert et"	"rose"	"rosier ornemental"	"de la pomme de terr"	"4306-4310"	"IRI=http://ontology.inrae.fr/frenchcropusage/Rosiers_ornementaux, tomap-classifier=exact, similarity=1.0, skos-prefLabel=rosier ornemental, skos-prefLabel=rosier ornemental, skos-prefLabel=rosier ornemental, form=rose"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"vert et rose de la"	"pomme de terre
Puceron du melon"	"pommier"	"et du cotonnier Apt"	"4317-4348"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-candidate-head=pomme, tomap-concept-synonym=pomme de table, tomap-significant-head=pomme, tomap-classifier=head, similarity=0.2857142857142857, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pomme de terre
Puceron du melon"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"vert foncé Vert ou"	"rose"	"rosier ornemental"	"1,2 à 2,2mm 1,7 à 3"	"4427-4431"	"IRI=http://ontology.inrae.fr/frenchcropusage/Rosiers_ornementaux, tomap-classifier=exact, similarity=1.0, skos-prefLabel=rosier ornemental, skos-prefLabel=rosier ornemental, skos-prefLabel=rosier ornemental, form=rose"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"Nouvelle-Aquitaine"	"Petits"	"petit fruit"	"fruits N°01 du 14 j"	"5701-5707"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=Petits"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"temps ensoleillé et"	"sec"	"arbre à fruits à coques"	"va permettre aux ac"	"6405-6408"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_fruits_coques, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, form=sec"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"La femelle pond des"	"petits"	"petit fruit"	"œufs blancs, dans l"	"7073-7079"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=petits"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"dans les feuilles,"	"fleurs"	"floriculture"	"et tiges tendres,-"	"7112-7118"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-classifier=exact, similarity=1.0, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=fleurs"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"ent des feuilles et"	"fleurs"	"floriculture"	". Elles sont très mo"	"7254-7260"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-classifier=exact, similarity=1.0, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=fleurs"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"Nouvelle-Aquitaine"	"Petits"	"petit fruit"	"fruits N°01 du 14 j"	"8035-8041"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=Petits"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"mm, mâles sont plus"	"petits"	"petit fruit"	". 1 mâle pour 2 feme"	"8395-8401"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=petits"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"et 0.6 mm de long,"	"grande tête"	"artichaut"	"et yeux rouge vif,"	"8569-8580"	"IRI=http://ontology.inrae.fr/frenchcropusage/Artichauts, tomap-candidate-head=têtes, tomap-concept-synonym=tête d'artichaut, tomap-significant-head=têtes, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=artichaut, skos-prefLabel=artichaut, form=grande tête"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"plus clairs et plus"	"petits"	"petit fruit"	"Très peu de mâles D"	"8770-8776"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=petits"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"talis s'attaque aux"	"fleurs"	"floriculture"	", aux feuilles et au"	"8845-8851"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-classifier=exact, similarity=1.0, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=fleurs"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"t le bronzage de la"	"fraise"	"fraisier"	"et des akènes proém"	"8907-8913"	"IRI=http://ontology.inrae.fr/frenchcropusage/Fraisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, skos-prefLabel=fraisier, form=fraise"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"r est de 2 thrips /"	"fleur"	"floriculture"	". Évaluation du risq"	"9195-9200"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-classifier=exact, similarity=1.0, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=fleur"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"Nouvelle-Aquitaine"	"Petits"	"petit fruit"	"fruits N°01 du 14 j"	"9790-9796"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=Petits"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"is dans la base des"	"cœurs"	"palmier"	". Les plus touchés s"	"9924-9929"	"IRI=http://ontology.inrae.fr/frenchcropusage/Palmiers, tomap-candidate-head=cœur, tomap-concept-synonym=coeur de palmier, tomap-significant-head=cœur, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=palmier, skos-prefLabel=palmier, skos-prefLabel=palmier, form=cœurs"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"Nouvelle-Aquitaine"	"Petits"	"petit fruit"	"fruits sont les sui"	"10841-10847"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=Petits"
"BSV_PETITS_FRUITS_NA_01_20200114_cle04ef97"	"html"	"12009"	"Nouvelle-Aquitaine"	"Petits"	"petit fruit"	"fruits N°01 du 14 j"	"11966-11972"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=Petits"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"pin 13 février 2018"	"Cultures fruitières"	"culture fruitière"	"Présentation du ré"	"126-145"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=Cultures fruitières"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"Rhône-Alpes Les BSV"	"Cultures fruitières"	"culture fruitière"	"2018 sont élaborés"	"266-285"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=Cultures fruitières"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"principales espèces"	"fruitières"	"culture fruitière"	"dans les grands sec"	"1129-1139"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=fruitières"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"culture.gouv.fr/BSV-"	"Arboriculture"	"arboriculture"	"-Rhone-Alpes. La par"	"1511-1524"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, form=Arboriculture"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"tion du réseau 2018"	"Cultures fruitières"	"culture fruitière"	", région AURA, éditi"	"2398-2417"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=Cultures fruitières"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"itoire rhônalpin 1"	"ABRICOTIER"	"abricotier"	"Département Secteur"	"2467-2477"	"IRI=http://ontology.inrae.fr/frenchcropusage/Abricotiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=abricotier, skos-prefLabel=abricotier, form=ABRICOTIER"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"is 3 Nord de Lyon 1"	"CERISIER"	"cerisier"	"Département Secteur"	"3008-3016"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=CERISIER"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"tion du réseau 2018"	"Cultures fruitières"	"culture fruitière"	", région AURA, éditi"	"3527-3546"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=Cultures fruitières"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"itoire rhônalpin 2"	"POMMIER"	"pommier"	"Département Secteur"	"3596-3603"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=POMMIER"
"BSV_Presentation_du_reseau_2018_cle4a84c9"	"html"	"12553"	"tion du réseau 2018"	"Cultures fruitières"	"culture fruitière"	", région AURA, éditi"	"4546-4565"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, skos-prefLabel=culture fruitière, form=Cultures fruitières"
