"bsv"	"type"	"length"	"context before"	"form"	"prefLabel"	"context after"	"location"	"features"
"05_GC_Als_cle8c3f61"	"html"	"4795"	"TIAN de printemps."	"COLZA"	"colza"	"Stade Toutes les pa"	"2368-2373"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=COLZA"
"05_GC_Als_cle8c3f61"	"html"	"4795"	"ançon de la tige du"	"colza"	"colza"	"Le vol qui a débuté"	"2797-2802"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"05_GC_Als_cle8c3f61"	"html"	"4795"	"t vigoureux Etat du"	"colza"	"colza"	"Stade boutons accol"	"3832-3837"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"05_GC_Als_cle8c3f61"	"html"	"4795"	"ligèthes par plante"	"Colza"	"colza"	"handicapé, peu vigo"	"4014-4019"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=Colza"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ACTUALITÉS"	"JARDINS"	"jardin"	"ORNEMENTAUX BuisPsy"	"13-20"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=JARDINS"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"âts en augmentation"	"Rosier"	"rosier"	"Aphrophore - cicade"	"150-156"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Rosiers, skos-prefLabel=rosier, form=Rosier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"es premières larves"	"POTAGERS"	"jardins familiaux"	"ChouAltise : impact"	"321-329"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_jardins_familiaux, skos-prefLabel=jardins familiaux, form=POTAGERS"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"perte de la culture"	"VERGERS"	"arboriculture fruitière"	"PommierCarpocapse :"	"616-623"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, skos-prefLabel=arboriculture fruitière, form=VERGERS"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"GASTINEL - POLLENIZ"	"JARDINS"	"jardin"	"ORNEMENTAUX B uis"	"1058-1065"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=JARDINS"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"Régions lavalloise,"	"espaces verts"	"zone non agricole"	". Observations Le si"	"1159-1172"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, skos-prefLabel=zone non agricole, form=espaces verts"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"de Sainte Hermine."	"Espaces verts"	"zone non agricole"	", parc et jardins d'"	"2739-2752"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, skos-prefLabel=zone non agricole, form=Espaces verts"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ine. Espaces verts,"	"parc"	"zone non agricole"	"et jardins d'amateu"	"2754-2758"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, skos-prefLabel=zone non agricole, form=parc"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"aces verts, parc et"	"jardins"	"jardin"	"d'amateurs. Observa"	"2762-2769"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=jardins"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ervations Hormis un"	"jardin"	"jardin"	"(pays d'Ancenis), l"	"2805-2811"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=jardin"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"région lavalloise,"	"jardins"	"jardin"	"d'amateurs. Observa"	"4104-4111"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=jardins"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"aya. En Mayenne, le"	"jardin"	"jardin"	"surveillé en est to"	"4358-4364"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=jardin"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"du bocage vendéen,"	"jardins"	"jardin"	"d'amateurs. Aphrop"	"5186-5193"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=jardins"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"IZ Amas de mousse -"	"rosier"	"rosier"	"Maladie des taches"	"6084-6090"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Rosiers, skos-prefLabel=rosier, form=rosier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"(principalement sur"	"rosier"	"rosier"	"grimpant Pierre de"	"7785-7791"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Rosiers, skos-prefLabel=rosier, form=rosier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"iaires observés sur"	"rosier"	"rosier"	", dans le BSV JEVI n"	"8519-8525"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Rosiers, skos-prefLabel=rosier, form=rosier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"e d'huile végétale ("	"colza"	"colza"	"). Un traitement à b"	"8895-8900"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"lloise, d'amateurs."	"jardins"	"jardin"	"Observations Le sit"	"9324-9331"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=jardins"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"N°05 DU 2 MAI 2019"	"POTAGERS"	"jardins familiaux"	"C hou Réseaux d'obs"	"10016-10024"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_jardins_familiaux, skos-prefLabel=jardins familiaux, form=POTAGERS"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"du bocage vendéen,"	"potagers"	"jardins familiaux"	"de particulier. Al"	"10122-10130"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_jardins_familiaux, skos-prefLabel=jardins familiaux, form=potagers"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"es jeunes plants de"	"chou"	"chou"	". Analyse et gestion"	"10304-10308"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"de jeunes plants de"	"choux"	"chou"	"repiqués (choux-rav"	"10815-10820"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"de choux repiqués ("	"choux"	"chou"	"-raves, choux cabus,"	"10831-10836"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"iqués (choux-raves,"	"choux cabus"	"Chou cabus blanc"	", choux de Bruxelles"	"10844-10855"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_cabus_blancs, skos-prefLabel=Chou cabus blanc, form=choux cabus"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"raves, choux cabus,"	"choux de Bruxelles"	"chou de Bruxelles"	") par des pigeons. E"	"10857-10875"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux_Bruxelles, skos-prefLabel=chou de Bruxelles, form=choux de Bruxelles"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"s. Environ 90 % des"	"choux"	"chou"	"ont été ravagés. Da"	"10911-10916"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=choux"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"e de la Loire (49),"	"potager"	"jardins familiaux"	"d'amateurs. Observa"	"12181-12188"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_jardins_familiaux, skos-prefLabel=jardins familiaux, form=potager"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"che (mineuse) de la"	"betterave"	"betterave"	", appelée également"	"12427-12436"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Betteraves, skos-prefLabel=betterave, form=betterave"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"es ou adventices du"	"potager"	"jardins familiaux"	"(betterave, chénopo"	"12588-12595"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_jardins_familiaux, skos-prefLabel=jardins familiaux, form=potager"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"entices du potager ("	"betterave"	"betterave"	", chénopode, épinard"	"12597-12606"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Betteraves, skos-prefLabel=betterave, form=betterave"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"tterave, chénopode,"	"épinard"	"épinard"	", poirée ou bette à"	"12619-12626"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Epinards, skos-prefLabel=épinard, form=épinard"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"chénopode, épinard,"	"poirée"	"poirée"	"ou bette à cardes.."	"12628-12634"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poirees, skos-prefLabel=poirée, form=poirée"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"épinard, poirée ou"	"bette à cardes"	"poirée"	"...). Analyse et ges"	"12638-12652"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poirees, skos-prefLabel=poirée, form=bette à cardes"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"illes. F S OCTAU -"	"Potager"	"jardins familiaux"	"d'amateur Larve pré"	"13006-13013"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_jardins_familiaux, skos-prefLabel=jardins familiaux, form=Potager"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"rie (contre-jour) -"	"épinard"	"épinard"	"ève Pucerons noirs"	"13077-13084"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Epinards, skos-prefLabel=épinard, form=épinard"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ns Haut-Anjou (49),"	"potager"	"jardins familiaux"	"d'amateurs. Observa"	"13176-13183"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_jardins_familiaux, skos-prefLabel=jardins familiaux, form=potager"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ucerons noirs de la"	"fève"	"fève"	"sur des fèves au st"	"13256-13260"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Feves, skos-prefLabel=fève, form=fève"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"de la fève sur des"	"fèves"	"fève"	"au stade 8 feuilles"	"13269-13274"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Feves, skos-prefLabel=fève, form=fèves"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"puceron noir de la"	"fève"	"fève"	", Aphis fabae, peut"	"13426-13430"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Feves, skos-prefLabel=fève, form=fève"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"es). Cf. paragraphe"	"Rosier"	"rosier"	"/puceron. RÉSEAU DE"	"13583-13589"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Rosiers, skos-prefLabel=rosier, form=Rosier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"e de la Loire (49),"	"potager"	"jardins familiaux"	"d'amateurs et jardi"	"13780-13787"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_jardins_familiaux, skos-prefLabel=jardins familiaux, form=potager"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"tager d'amateurs et"	"jardin"	"jardin"	"associatif. Hépial"	"13802-13808"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=jardin"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"alité de ses jeunes"	"laitues"	"laitue"	", en lien avec la pr"	"13952-13959"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Laitues, skos-prefLabel=laitue, form=laitues"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"cargots. Les autres"	"jardins"	"jardin"	"sont indemnes, les"	"14189-14196"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=jardins"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"sont indemnes, les"	"laitues"	"laitue"	"ne sont pas attaqué"	"14216-14223"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Laitues, skos-prefLabel=laitue, form=laitues"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"haies). S OCTAU -"	"Potager"	"jardins familiaux"	"d'amateur Larve d'h"	"14430-14437"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_jardins_familiaux, skos-prefLabel=jardins familiaux, form=Potager"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"r Larve d'hépiale -"	"laitue"	"laitue"	"VERGERS P ommier Ré"	"14466-14472"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Laitues, skos-prefLabel=laitue, form=laitue"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"d'hépiale - laitue"	"VERGERS"	"arboriculture fruitière"	"P ommier Réseaux d'"	"14473-14480"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, skos-prefLabel=arboriculture fruitière, form=VERGERS"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"du bocage vendéen,"	"vergers"	"arboriculture fruitière"	"d'amateurs. Carpoc"	"14596-14603"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, skos-prefLabel=arboriculture fruitière, form=vergers"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ère professionnelle"	"Arboriculture"	"arboriculture"	"indique que les pre"	"15032-15045"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture, skos-prefLabel=arboriculture, form=Arboriculture"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ns Observations Les"	"pommiers"	"pommier"	"du verger vendéen p"	"15282-15290"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pommiers, skos-prefLabel=pommier, form=pommiers"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ons Les pommiers du"	"verger"	"arboriculture fruitière"	"vendéen présentaien"	"15294-15300"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, skos-prefLabel=arboriculture fruitière, form=verger"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ce Observations Les"	"pommiers"	"pommier"	"du verger du sud Lo"	"15889-15897"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pommiers, skos-prefLabel=pommier, form=pommiers"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ons Les pommiers du"	"verger"	"arboriculture fruitière"	"du sud Loire (Grand"	"15901-15907"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, skos-prefLabel=arboriculture fruitière, form=verger"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ère professionnelle"	"Arboriculture"	"arboriculture"	"indique un risque i"	"16283-16296"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture, skos-prefLabel=arboriculture, form=Arboriculture"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"t les structures du"	"jardin"	"jardin"	"concerné(structures"	"16774-16780"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=jardin"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"yx cul brun dans un"	"jardin"	"jardin"	"et sur le mobilier"	"16864-16870"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=jardin"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"res ici. T GUIHO -"	"Jardin"	"jardin"	"d'amateurs Chenille"	"17249-17255"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Jardins, skos-prefLabel=jardin, form=Jardin"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ulture Bioagresseur"	"Poireau"	"poireau"	"Teigne Pomme de ter"	"17480-17487"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poireaux, skos-prefLabel=poireau, form=Poireau"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"seur Poireau Teigne"	"Pomme de terre"	"pomme de terre"	"Doryphore, mildiou"	"17495-17509"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, skos-prefLabel=pomme de terre, form=Pomme de terre"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"Doryphore, mildiou"	"Poirier"	"poirier"	"Psylle, tavelure To"	"17529-17536"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poiriers, skos-prefLabel=poirier, form=Poirier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"er Psylle, tavelure"	"Tomate"	"tomate"	"Tuta absoluta (piég"	"17554-17560"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tomates, skos-prefLabel=tomate, form=Tomate"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"absoluta (piégeage)"	"Tomate"	"tomate"	"Site d'observation"	"17586-17592"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tomates, skos-prefLabel=tomate, form=Tomate"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ésentes en France :"	"Arbres fruitiers"	"arboriculture fruitière"	"et vignes : Malus d"	"21210-21226"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, skos-prefLabel=arboriculture fruitière, form=Arbres fruitiers"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"Arbres fruitiers et"	"vignes"	"vigne"	": Malus domestica ("	"21230-21236"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vignes"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	": Malus domestica ("	"pommier"	"pommier"	"), Pyrus communis (p"	"21256-21263"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pommiers, skos-prefLabel=pommier, form=pommier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"r), Pyrus communis ("	"poirier"	"poirier"	"), Prunus spp. (prun"	"21282-21289"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poiriers, skos-prefLabel=poirier, form=poirier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"rier), Prunus spp. ("	"prunier"	"prunier"	", cerisier, abricoti"	"21305-21312"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pruniers, skos-prefLabel=prunier, form=prunier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"unus spp. (prunier,"	"cerisier"	"cerisier"	", abricotier, pêcher"	"21314-21322"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cerisiers, skos-prefLabel=cerisier, form=cerisier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"(prunier, cerisier,"	"abricotier"	"abricotier"	", pêcher ), Citrus s"	"21324-21334"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Abricotiers, skos-prefLabel=abricotier, form=abricotier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"risier, abricotier,"	"pêcher"	"pêcher"	"), Citrus spp., Dio"	"21336-21342"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pechers, skos-prefLabel=pêcher, form=pêcher"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"aki), Ficus carica ("	"figuier"	"figuier"	"), Vitis vinifera (v"	"21396-21403"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Figuiers, skos-prefLabel=figuier, form=figuier"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"r), Vitis vinifera ("	"vigne"	"vigne"	") Légumes : Phaseolu"	"21422-21427"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"is vinifera (vigne)"	"Légumes"	"culture légumière"	": Phaseolus vulgari"	"21429-21436"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=Légumes"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"Phaseolus vulgaris ("	"haricot"	"haricot"	"), Pisum sativum (po"	"21459-21466"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Haricots, skos-prefLabel=haricot, form=haricot"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ot), Pisum sativum ("	"pois"	"pois"	"), Asparagus officin"	"21484-21488"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"aragus officinalis ("	"asperge"	"asperge"	"), Cucumis sativus ("	"21514-21521"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Asperges, skos-prefLabel=asperge, form=asperge"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"), Cucumis sativus ("	"concombre"	"concombre"	"), Capsicum annuum ("	"21541-21550"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Concombres, skos-prefLabel=concombre, form=concombre"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"), Capsicum annuum ("	"poivron"	"poivron"	") Grandes cultures :"	"21570-21577"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poivrons, skos-prefLabel=poivron, form=poivron"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"ultures : Zea mais ("	"maïs"	"maïs"	"), Glycine max (soja"	"21608-21612"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Mais, skos-prefLabel=maïs, form=maïs"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"maïs), Glycine max ("	"soja"	"soja"	"), Helianthus annuus"	"21628-21632"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Sojas, skos-prefLabel=soja, form=soja"
"05bsv_jevi_20190502_cle8f22b6"	"html"	"24032"	"Helianthus annuus ("	"tournesol"	"tournesol"	") Plantes et arbuste"	"21654-21663"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=tournesol"
